budget,G Rating,PG Rating,PG-13 Rating,R Rating,NC-17 Rating,Not Rated,duration,gross
50000000,0,0,1,0,0,0,139,147637474
60000000,0,0,1,0,0,0,128,22326247
10000000,0,0,1,0,0,0,111,3333823
5000000,0,0,1,0,0,0,99,830210
63000000,0,0,1,0,0,0,94,213079163
17000000,0,0,1,0,0,0,68,53868030
33000000,0,0,1,0,0,0,95,205399422
40000000,0,0,1,0,0,0,103,37752931
237000000,0,0,1,0,0,0,178,760505847
250000000,0,0,1,0,0,0,141,458991599
60000000,0,0,1,0,0,0,109,80281096
30000000,0,0,1,0,0,0,99,60269340
70000000,0,0,1,0,0,0,116,30157016
8500000,0,0,1,0,0,0,96,21564616
80000000,0,0,1,0,0,0,123,41523271
18000000,0,0,1,0,0,0,106,64955956
12000000,0,0,1,0,0,0,102,75074950
125000000,0,0,1,0,0,0,125,107285004
150000000,0,0,1,0,0,0,128,205343774
100000000,0,0,1,0,0,0,121,184031112
80000000,0,0,1,0,0,0,126,162831698
250000000,0,0,1,0,0,0,183,330249062
35000000,0,0,1,0,0,0,126,251188924
6500000,0,0,1,0,0,0,91,10149779
70000000,0,0,1,0,0,0,116,83552429
20000000,0,0,1,0,0,0,110,8888355
44000000,0,0,1,0,0,0,119,21471685
209000000,0,0,1,0,0,0,131,65173160
53000000,0,0,1,0,0,0,118,55808744
17000000,0,0,1,0,0,0,86,27854896
6000000,0,0,1,0,0,0,107,869325
1800000,0,0,1,0,0,0,93,12784397
60000000,0,0,1,0,0,0,124,19445217
12000000,0,0,1,0,0,0,81,63071133
48000000,0,0,1,0,0,0,93,37879996
40000000,0,0,1,0,0,0,106,59068786
3300000,0,0,1,0,0,0,91,8108247
150000000,0,0,1,0,0,0,115,82161969
5000000,0,0,1,0,0,0,99,9203192
6000000,0,0,1,0,0,0,90,18621249
7000000,0,0,1,0,0,0,116,14612840
23000000,0,0,1,0,0,0,118,6144806
34200000,0,0,1,0,0,0,93,163479795
10000000,0,0,1,0,0,0,106,14479776
70000000,0,0,1,0,0,0,125,66257002
40000000,0,0,1,0,0,0,99,70163652
30000000,0,0,1,0,0,0,99,117559438
32000000,0,0,1,0,0,0,113,37911876
25000000,0,0,1,0,0,0,99,11100000
40000000,0,0,1,0,0,0,74,7262288
50000000,0,0,1,0,0,0,95,33422806
9000000,0,0,1,0,0,0,121,21569041
61000000,0,0,1,0,0,0,93,118153533
35000000,0,0,1,0,0,0,112,26494611
40000000,0,0,1,0,0,0,117,46280507
10000000,0,0,1,0,0,0,93,5561
30000000,0,0,1,0,0,0,104,40118420
18000000,0,0,1,0,0,0,98,33404871
1200000,0,0,1,0,0,0,108,594904
65000000,0,0,1,0,0,0,93,68208190
20000000,0,0,1,0,0,0,89,46363118
5000000,0,0,1,0,0,0,110,4040588
55000000,0,0,1,0,0,0,85,66365290
16000000,0,0,1,0,0,0,94,20627372
40000000,0,0,1,0,0,0,142,72306065
1000000,0,0,1,0,0,0,119,798341
10000000,0,0,1,0,0,0,98,68353550
33000000,0,0,1,0,0,0,105,132541238
25000000,0,0,1,0,0,0,100,10114315
8000000,0,0,1,0,0,0,109,27362712
81000000,0,0,1,0,0,0,101,242589580
13000000,0,0,1,0,0,0,84,5002310
52000000,0,0,1,0,0,0,104,23020488
55000000,0,0,1,0,0,0,119,39440655
200000,0,0,1,0,0,0,86,215185
10000000,0,0,1,0,0,0,100,25339117
250000000,0,0,1,0,0,0,147,407197282
140000000,0,0,1,0,0,0,124,176636816
170000000,0,0,1,0,0,0,136,259746958
55000000,0,0,1,0,0,0,134,107100855
2000000,0,0,1,0,0,0,97,2557668
90000000,0,0,1,0,0,0,143,233630478
52000000,0,0,1,0,0,0,141,164435221
100000000,0,0,1,0,0,0,87,40198710
25000000,0,0,1,0,0,0,94,32003620
18000000,0,0,1,0,0,0,115,17174870
50000000,0,0,1,0,0,0,107,126088877
50000000,0,0,1,0,0,0,107,20550712
10000000,0,0,1,0,0,0,95,306715
44000000,0,0,1,0,0,0,99,31136950
120000000,0,0,1,0,0,0,107,100685880
92000000,0,0,1,0,0,0,94,125305545
23000000,0,0,1,0,0,0,101,12189514
23000000,0,0,1,0,0,0,101,12189514
45000000,0,0,1,0,0,0,113,170684505
12000000,0,0,1,0,0,0,89,64572496
88000000,0,0,1,0,0,0,144,61644321
40000000,0,0,1,0,0,0,109,13838130
6000000,0,0,1,0,0,0,104,6670712
125000000,0,0,1,0,0,0,106,163192114
125000000,0,0,1,0,0,0,106,163192114
62000000,0,0,1,0,0,0,141,122012710
70000000,0,0,1,0,0,0,107,137340146
25000000,0,0,1,0,0,0,85,80034302
12000000,0,0,1,0,0,0,97,56631572
30000000,0,0,1,0,0,0,136,67253092
20000000,0,0,1,0,0,0,91,8104069
50000000,0,0,1,0,0,0,109,81022333
20000000,0,0,1,0,0,0,108,8054280
60000000,0,0,1,0,0,0,106,75638743
11000000,0,0,1,0,0,0,104,352786
11000000,0,0,1,0,0,0,86,23978402
60000000,0,0,1,0,0,0,113,109176215
2000000,0,0,1,0,0,0,129,34522221
45000000,0,0,1,0,0,0,107,60786269
15000000,0,0,1,0,0,0,111,1954202
50000000,0,0,1,0,0,0,118,84244877
14000000,0,0,1,0,0,0,135,16929123
35000000,0,0,1,0,0,0,133,109712885
14000000,0,0,1,0,0,0,115,13640000
5600000,0,0,1,0,0,0,95,7009668
12000000,0,0,1,0,0,0,93,37188667
1000000,0,0,1,0,0,0,90,10042266
35000000,0,0,1,0,0,0,99,19294901
98000000,0,0,1,0,0,0,124,11000000
3500000,0,0,1,0,0,0,91,96793
50000000,0,0,1,0,0,0,96,150315155
25000000,0,0,1,0,0,0,88,25615792
22000000,0,0,1,0,0,0,236,184208848
116000000,0,0,1,0,0,0,108,67155742
100000000,0,0,1,0,0,0,113,79711678
30000000,0,0,1,0,0,0,103,25472967
11000000,0,0,1,0,0,0,96,32131483
10600000,0,0,1,0,0,0,103,22160085
20000000,0,0,1,0,0,0,85,48546578
55000000,0,0,1,0,0,0,101,98711404
170000000,0,0,1,0,0,0,130,208543795
80000000,0,0,1,0,0,0,114,32885565
60000000,0,0,1,0,0,0,107,82670733
25000000,0,0,1,0,0,0,108,80014842
55000000,0,0,1,0,0,0,104,58422650
75000000,0,0,1,0,0,0,120,140459099
26000000,0,0,1,0,0,0,105,30659817
20000000,0,0,1,0,0,0,125,13337299
10000000,0,0,1,0,0,0,80,33583175
5500000,0,0,1,0,0,0,116,50382128
17000000,0,0,1,0,0,0,98,22734486
58000000,0,0,1,0,0,0,103,29580087
25000000,0,0,1,0,0,0,88,14174654
20000000,0,0,1,0,0,0,105,80050171
85000000,0,0,1,0,0,0,139,150832203
27000000,0,0,1,0,0,0,116,69586544
2300000,0,0,1,0,0,0,120,12985267
21000000,0,0,1,0,0,0,87,480314
71500000,0,0,1,0,0,0,85,144156464
11000000,0,0,1,0,0,0,200,111722000
20000000,0,0,1,0,0,0,92,114324072
53000000,0,0,1,0,0,0,89,45207112
25000000,0,0,1,0,0,0,97,22200000
24000000,0,0,1,0,0,0,88,20218
20000000,0,0,1,0,0,0,104,33422556
30000000,0,0,1,0,0,0,87,64172251
9000000,0,0,1,0,0,0,91,20035310
70000000,0,0,1,0,0,0,92,55942830
30000000,0,0,1,0,0,0,99,42057340
60000000,0,0,1,0,0,0,104,30063805
57000000,0,0,1,0,0,0,103,51317350
55000000,0,0,1,0,0,0,84,21283440
70000000,0,0,1,0,0,0,130,103338338
40000000,0,0,1,0,0,0,102,32853640
8000000,0,0,1,0,0,0,91,17843379
72000000,0,0,1,0,0,0,116,32616869
16000000,0,0,1,0,0,0,96,15427192
20000000,0,0,1,0,0,0,118,56398162
13000000,0,0,1,0,0,0,83,46729374
16000000,0,0,1,0,0,0,113,127175354
35000000,0,0,1,0,0,0,109,86208010
19000000,0,0,1,0,0,0,85,26096584
40000000,0,0,1,0,0,0,177,27400000
40000000,0,0,1,0,0,0,89,9652000
60000000,0,0,1,0,0,0,125,40559930
20000000,0,0,1,0,0,0,107,1183354
80000000,0,0,1,0,0,0,118,101111837
8000000,0,0,1,0,0,0,92,58401464
60000000,0,0,1,0,0,0,140,80574010
178000000,0,0,1,0,0,0,113,100189501
55000000,0,0,1,0,0,0,122,22362500
20000000,0,0,1,0,0,0,105,56362352
30000000,0,0,1,0,0,0,99,17266505
57000000,0,0,1,0,0,0,123,26838389
12000000,0,0,1,0,0,0,103,28435406
10000000,0,0,1,0,0,0,108,11703287
110000000,0,0,1,0,0,0,114,61656849
20000000,0,0,1,0,0,0,104,23393765
8000000,0,0,1,0,0,0,93,17536788
38000000,0,0,1,0,0,0,115,39177215
66000000,0,0,1,0,0,0,113,87704396
40000000,0,0,1,0,0,0,99,12181484
20000000,0,0,1,0,0,0,93,39737645
26000000,0,0,1,0,0,0,121,65703412
21000000,0,0,1,0,0,0,99,8855646
40000000,0,0,1,0,0,0,129,31836745
2500000,0,0,1,0,0,0,100,71904
50000000,0,0,1,0,0,0,95,88658172
22000000,0,0,1,0,0,0,108,9528092
120000000,0,0,1,0,0,0,100,56114221
13500000,0,0,1,0,0,0,107,15854988
125000000,0,0,1,0,0,0,132,209805005
30000000,0,0,1,0,0,0,104,42071069
137000000,0,0,1,0,0,0,106,32131830
43000000,0,0,1,0,0,0,136,51768623
50000000,0,0,1,0,0,0,105,48745150
55000000,0,0,1,0,0,0,134,37600435
20000000,0,0,1,0,0,0,119,4234040
35000000,0,0,1,0,0,0,115,14587732
45000000,0,0,1,0,0,0,113,21009180
55000000,0,0,1,0,0,0,98,89706988
70000000,0,0,1,0,0,0,112,70224196
50000000,0,0,1,0,0,0,137,35168395
12000000,0,0,1,0,0,0,86,5542025
55000000,0,0,1,0,0,0,142,329691196
3000000,0,0,1,0,0,0,93,100675
7000000,0,0,1,0,0,0,103,532988
31000000,0,0,1,0,0,0,118,44983704
14000000,0,0,1,0,0,0,86,9402410
100000000,0,0,1,0,0,0,90,110332737
190000000,0,0,1,0,0,0,140,350034110
130000000,0,0,1,0,0,0,122,122512052
175000000,0,0,1,0,0,0,118,150167630
36000000,0,0,1,0,0,0,106,12339633
7500000,0,0,1,0,0,0,100,9176553
30000000,0,0,1,0,0,0,139,30513940
22000000,0,0,1,0,0,0,87,11560259
80000000,0,0,1,0,0,0,110,130313314
18000000,0,0,1,0,0,0,90,10494494
57000000,0,0,1,0,0,0,96,51774002
110000000,0,0,1,0,0,0,123,115802596
20000000,0,0,1,0,0,0,102,13214030
22000000,0,0,1,0,0,0,127,217631306
144000000,0,0,1,0,0,0,116,118099659
36000000,0,0,1,0,0,0,130,13052741
22000000,0,0,1,0,0,0,104,4273372
2450000,0,0,1,0,0,0,105,178739
10000000,0,0,1,0,0,0,118,4280577
56000000,0,0,1,0,0,0,280,12870569
140000000,0,0,1,0,0,0,126,31141074
25000000,0,0,1,0,0,0,102,14334645
90000000,0,0,1,0,0,0,127,101643008
9000000,0,0,1,0,0,0,95,2955039
6000000,0,0,1,0,0,0,110,181360000
200000000,0,0,1,0,0,0,123,116593191
50000000,0,0,1,0,0,0,106,41482207
30000000,0,0,1,0,0,0,125,38432823
80000000,0,0,1,0,0,0,101,133668525
80000000,0,0,1,0,0,0,102,162001186
40000000,0,0,1,0,0,0,113,29802761
170000000,0,0,1,0,0,0,121,333130696
35000000,0,0,1,0,0,0,105,67962333
20000000,0,0,1,0,0,0,107,7564000
150000000,0,0,1,0,0,0,102,227946274
30000000,0,0,1,0,0,0,111,40247512
12000000,0,0,1,0,0,0,92,38624000
1700000,0,0,1,0,0,0,98,1943649
21000000,0,0,1,0,0,0,106,40219708
1000000,0,0,1,0,0,0,112,96734
35200000,0,0,1,0,0,0,95,37788228
14000000,0,0,1,0,0,0,86,10397365
35000000,0,0,1,0,0,0,123,40334024
31000000,0,0,1,0,0,0,101,24185781
8000000,0,0,1,0,0,0,89,4692814
85000000,0,0,1,0,0,0,120,75754670
66000000,0,0,1,0,0,0,132,59035104
100000000,0,0,1,0,0,0,101,72660029
100000000,0,0,1,0,0,0,101,72660029
15000000,0,0,1,0,0,0,96,10494147
50000000,0,0,1,0,0,0,129,32741596
40000000,0,0,1,0,0,0,129,93952276
100000000,0,0,1,0,0,0,136,67286731
42000000,0,0,1,0,0,0,115,41543207
70000000,0,0,1,0,0,0,118,177575142
16000000,0,0,1,0,0,0,112,4839383
75000000,0,0,1,0,0,0,116,30013346
20000000,0,0,1,0,0,0,103,17518220
15000000,0,0,1,0,0,0,91,10443316
1200000,0,0,1,0,0,0,113,2859955
25000000,0,0,1,0,0,0,94,30222640
700000,0,0,1,0,0,0,170,7830611
30000000,0,0,1,0,0,0,114,60033780
30000000,0,0,1,0,0,0,100,63536011
35000000,0,0,1,0,0,0,87,34507079
6000000,0,0,1,0,0,0,96,371081
120000000,0,0,1,0,0,0,121,30212620
16000000,0,0,1,0,0,0,101,14108518
50000000,0,0,1,0,0,0,116,105807520
137000000,0,0,1,0,0,0,138,132122995
150000000,0,0,1,0,0,0,104,256386216
60000000,0,0,1,0,0,0,109,55092830
22000000,0,0,1,0,0,0,132,40270895
13000000,0,0,1,0,0,0,113,51697449
24000000,0,0,1,0,0,0,89,9639242
34000000,0,0,1,0,0,0,114,6543194
70000000,0,0,1,0,0,0,97,33105600
120000000,0,0,1,0,0,0,115,144795350
11000000,0,0,1,0,0,0,107,50461335
35000000,0,0,1,0,0,0,90,63826569
26000000,0,0,1,0,0,0,109,45489752
100000000,0,0,1,0,0,0,122,24985612
10000000,0,0,1,0,0,0,97,11043445
40000000,0,0,1,0,0,0,109,37553932
160000000,0,0,1,0,0,0,148,292568851
165000000,0,0,1,0,0,0,120,102315545
75000000,0,0,1,0,0,0,154,306124059
185000000,0,0,1,0,0,0,122,317011114
48000000,0,0,1,0,0,0,127,197171806
5000000,0,0,1,0,0,0,106,83574831
1500000,0,0,1,0,0,0,103,53991137
110000000,0,0,1,0,0,0,119,129995817
165000000,0,0,1,0,0,0,169,187991439
50000000,0,0,1,0,0,0,110,18472363
50000000,0,0,1,0,0,0,89,47553512
60000000,0,0,1,0,0,0,100,35096190
60000000,0,0,1,0,0,0,134,37479778
200000000,0,0,1,0,0,0,124,312057433
200000000,0,0,1,0,0,0,195,408992272
140000000,0,0,1,0,0,0,126,318298180
51000000,0,0,1,0,0,0,107,14375181
8000000,0,0,1,0,0,0,101,6350058
60000000,0,0,1,0,0,0,130,80033643
60000000,0,0,1,0,0,0,105,50549107
195000000,0,0,1,0,0,0,114,65171860
23000000,0,0,1,0,0,0,92,20763013
35000000,0,0,1,0,0,0,102,25266129
17700000,0,0,1,0,0,0,91,27087695
263700000,0,0,1,0,0,0,132,73058679
36000000,0,0,1,0,0,0,116,71026631
12000000,0,0,1,0,0,0,97,31179516
47000000,0,0,1,0,0,0,81,10539414
60000000,0,0,1,0,0,0,124,56443482
25000000,0,0,1,0,0,0,118,30920167
40000000,0,0,1,0,0,0,123,94125426
85000000,0,0,1,0,0,0,88,80170146
6600000,0,0,1,0,0,0,112,37295394
7500000,0,0,1,0,0,0,96,143492840
176000000,0,0,1,0,0,0,127,47375327
93000000,0,0,1,0,0,0,92,181166115
63000000,0,0,1,0,0,0,127,356784000
150000000,0,0,1,0,0,0,124,652177271
80000000,0,0,1,0,0,0,117,103028109
58000000,0,0,1,0,0,0,95,48291624
18000000,0,0,1,0,0,0,95,56127162
28000000,0,0,1,0,0,0,103,17324744
15600000,0,0,1,0,0,0,91,13571817
48000000,0,0,1,0,0,0,123,47095453
30000000,0,0,1,0,0,0,128,37036404
75000000,0,0,1,0,0,0,100,47000485
26000000,0,0,1,0,0,0,111,91457688
27000000,0,0,1,0,0,0,117,24944213
15000000,0,0,1,0,0,0,95,4006906
117000000,0,0,1,0,0,0,117,76418654
50000000,0,0,1,0,0,0,121,79948113
48000000,0,0,1,0,0,0,120,50173190
15000000,0,0,1,0,0,0,98,42592530
28000000,0,0,1,0,0,0,134,5532301
10000000,0,0,1,0,0,0,81,16033556
6500000,0,0,1,0,0,0,108,54215416
18000000,0,0,1,0,0,0,111,13362308
55000000,0,0,1,0,0,0,115,74540762
70000000,0,0,1,0,0,0,110,42272747
22000000,0,0,1,0,0,0,110,39263506
100000000,0,0,1,0,0,0,102,49392095
95000000,0,0,1,0,0,0,117,65653758
115000000,0,0,1,0,0,0,100,131144183
30000000,0,0,1,0,0,0,98,35565975
4000000,0,0,1,0,0,0,89,15655665
12000000,0,0,1,0,0,0,106,5949693
70000000,0,0,1,0,0,0,130,50016394
45000000,0,0,1,0,0,0,112,38360195
28000000,0,0,1,0,0,0,105,63910583
58000000,0,0,1,0,0,0,114,31199215
30000000,0,0,1,0,0,0,132,116631310
16000000,0,0,1,0,0,0,110,13998282
45000000,0,0,1,0,0,0,95,89808372
18000000,0,0,1,0,0,0,96,95001351
61000000,0,0,1,0,0,0,158,148775460
45000000,0,0,1,0,0,0,86,181395380
35000000,0,0,1,0,0,0,91,43792641
40000000,0,0,1,0,0,0,103,14448589
4900000,0,0,1,0,0,0,81,56536016
250000,0,0,1,0,0,0,90,3388210
65000000,0,0,1,0,0,0,150,182204440
35000000,0,0,1,0,0,0,105,20422207
100000000,0,0,1,0,0,0,98,148383780
80000000,0,0,1,0,0,0,90,39442871
25000000,0,0,1,0,0,0,102,38747385
64000000,0,0,1,0,0,0,98,58255287
110000000,0,0,1,0,0,0,129,134520804
8200000,0,0,1,0,0,0,84,27979400
25000000,0,0,1,0,0,0,107,11008432
20000000,0,0,1,0,0,0,98,15464026
80000000,0,0,1,0,0,0,130,69102910
15000000,0,0,1,0,0,0,124,27441122
18000000,0,0,1,0,0,0,109,22927390
17000000,0,0,1,0,0,0,107,26284475
55000000,0,0,1,0,0,0,124,5755286
50000000,0,0,1,0,0,0,115,10556196
22000000,0,0,1,0,0,0,104,20668843
40000000,0,0,1,0,0,0,101,46012734
6000000,0,0,1,0,0,0,107,63231524
20000000,0,0,1,0,0,0,114,65623128
8500000,0,0,1,0,0,0,95,131175
55000000,0,0,1,0,0,0,105,93815117
33000000,0,0,1,0,0,0,202,48169908
16000000,0,0,1,0,0,0,86,34308901
52000000,0,0,1,0,0,0,108,143704210
225000000,0,0,1,0,0,0,143,291021565
40000000,0,0,1,0,0,0,100,19118247
20000000,0,0,1,0,0,0,115,37442180
42000000,0,0,1,0,0,0,102,18600911
40000000,0,0,1,0,0,0,123,15962471
12000000,0,0,1,0,0,0,91,1506998
70000000,0,0,1,0,0,0,106,37754208
23000000,0,0,1,0,0,0,98,12782508
150000000,0,0,1,0,0,0,138,93926386
17000000,0,0,1,0,0,0,97,86049418
40000000,0,0,1,0,0,0,106,45500797
90000000,0,0,1,0,0,0,178,44606335
80000000,0,0,1,0,0,0,106,279167575
55000000,0,0,1,0,0,0,108,166225040
30000000,0,0,1,0,0,0,86,38232624
22000000,0,0,1,0,0,0,104,5974653
85000000,0,0,1,0,0,0,145,57010853
40000000,0,0,1,0,0,0,99,14358033
225000000,0,0,1,0,0,0,106,179020854
140000000,0,0,1,0,0,0,88,190418803
90000000,0,0,1,0,0,0,98,250147615
600000,0,0,1,0,0,0,106,171988
55000000,0,0,1,0,0,0,131,52799004
225000,0,0,1,0,0,0,98,2938208
30000000,0,0,1,0,0,0,132,100422786
102000000,0,0,1,0,0,0,145,132014112
45000000,0,0,1,0,0,0,115,48472213
45000000,0,0,1,0,0,0,109,106807667
145000000,0,0,1,0,0,0,133,209364921
125000000,0,0,1,0,0,0,123,215397307
150000000,0,0,1,0,0,0,124,133382309
80000000,0,0,1,0,0,0,110,180965237
21000000,0,0,1,0,0,0,102,15593
65000000,0,0,1,0,0,0,117,63695760
50000000,0,0,1,0,0,0,133,75605492
75000000,0,0,1,0,0,0,93,5409517
21000000,0,0,1,0,0,0,112,6830957
16000000,0,0,1,0,0,0,94,45507053
40000000,0,0,1,0,0,0,107,30993544
30000000,0,0,1,0,0,0,95,35927406
18000000,0,0,1,0,0,0,101,70360285
5000000,0,0,1,0,0,0,90,92900
52500000,0,0,1,0,0,0,127,57386369
30000000,0,0,1,0,0,0,104,21800302
120000000,0,0,1,0,0,0,126,186336103
50000000,0,0,1,0,0,0,96,126203320
25000000,0,0,1,0,0,0,125,219200000
25000000,0,0,1,0,0,0,105,10070000
10000000,0,0,1,0,0,0,130,21589307
45000000,0,0,1,0,0,0,117,20101861
30000000,0,0,1,0,0,0,98,43894863
46000000,0,0,1,0,0,0,105,126805112
18000000,0,0,1,0,0,0,94,59573085
14000000,0,0,1,0,0,0,90,15549702
21500000,0,0,1,0,0,0,101,22294341
16500000,0,0,1,0,0,0,102,59847242
17000000,0,0,1,0,0,0,98,8662318
30000000,0,0,1,0,0,0,109,49185998
20000000,0,0,1,0,0,0,105,13854000
30000000,0,0,1,0,0,0,95,22526144
65000000,0,0,1,0,0,0,121,29655590
30000000,0,0,1,0,0,0,83,51109400
700000,0,0,1,0,0,0,107,10508
66000000,0,0,1,0,0,0,132,43568507
20000000,0,0,1,0,0,0,96,28876924
20000000,0,0,1,0,0,0,110,24848292
56000000,0,0,1,0,0,0,113,54540525
9000000,0,0,1,0,0,0,90,31487293
80000000,0,0,1,0,0,0,118,19673424
13200000,0,0,1,0,0,0,84,52543632
125000000,0,0,1,0,0,0,138,101160529
1900000,0,0,1,0,0,0,103,1420578
8000000,0,0,1,0,0,0,99,10572742
90000000,0,0,1,0,0,0,129,64685359
75000000,0,0,1,0,0,0,125,117698894
65000000,0,0,1,0,0,0,109,123307945
120000000,0,0,1,0,0,0,124,89021735
85000000,0,0,1,0,0,0,116,183405771
85000000,0,0,1,0,0,0,122,117144465
110000000,0,0,1,0,0,0,125,125531634
15000000,0,0,1,0,0,0,107,13766014
40000000,0,0,1,0,0,0,91,26404753
6000000,0,0,1,0,0,0,99,3273588
5000000,0,0,1,0,0,0,89,50820940
14000000,0,0,1,0,0,0,103,20246959
11000000,0,0,1,0,0,0,89,13903262
10000000,0,0,1,0,0,0,95,7563670
30000000,0,0,1,0,0,0,126,53680848
190000000,0,0,1,0,0,0,131,101785482
20000000,0,0,1,0,0,0,84,15712072
12000000,0,0,1,0,0,0,109,31990064
50000000,0,0,1,0,0,0,115,135014968
40000000,0,0,1,0,0,0,123,33508922
60000000,0,0,1,0,0,0,119,53789313
8000000,0,0,1,0,0,0,79,4350774
140000000,0,0,1,0,0,0,184,198539855
15000000,0,0,1,0,0,0,95,9123834
18000000,0,0,1,0,0,0,103,41382841
3000000,0,0,1,0,0,0,99,7059537
26000000,0,0,1,0,0,0,125,77324422
300000,0,0,1,0,0,0,80,2360184
300000000,0,0,1,0,0,0,169,309404152
225000000,0,0,1,0,0,0,151,423032628
250000000,0,0,1,0,0,0,136,241063875
140000000,0,0,1,0,0,0,143,305388685
29000000,0,0,1,0,0,0,115,183436380
17000000,0,0,1,0,0,0,112,64998368
88000000,0,0,1,0,0,0,106,78747585
100000000,0,0,1,0,0,0,119,180011740
100000000,0,0,1,0,0,0,119,180011740
35000000,0,0,1,0,0,0,105,13101142
105000000,0,0,1,0,0,0,114,28772222
10500000,0,0,1,0,0,0,98,14114488
3000000,0,0,1,0,0,0,81,3293258
160000000,0,0,1,0,0,0,98,60655503
15000000,0,0,1,0,0,0,88,6373693
48000000,0,0,1,0,0,0,104,46611204
8000000,0,0,1,0,0,0,106,532190
35000000,0,0,1,0,0,0,91,20275446
20000000,0,0,1,0,0,0,96,47852604
28000000,0,0,1,0,0,0,108,10907291
60000000,0,0,1,0,0,0,87,29136626
7000,0,0,1,0,0,0,77,424760
200000000,0,0,1,0,0,0,116,90755643
12000000,0,0,1,0,0,0,106,22331028
20000000,0,0,1,0,0,0,89,43818159
20000000,0,0,1,0,0,0,90,20259297
130000000,0,0,1,0,0,0,96,33592415
5000000,0,0,1,0,0,0,91,2221809
35000000,0,0,1,0,0,0,114,4651977
50000000,0,0,1,0,0,0,119,37486138
40000000,0,0,1,0,0,0,178,75305995
24000000,0,0,1,0,0,0,107,12372410
110000000,0,0,1,0,0,0,127,85463309
3000000,0,0,1,0,0,0,90,5844929
84000000,0,0,1,0,0,0,116,53215979
26000000,0,0,1,0,0,0,85,57859105
70000000,0,0,1,0,0,0,106,17473245
42000000,0,0,1,0,0,0,100,37652565
58000000,0,0,1,0,0,0,125,49875589
58000000,0,0,1,0,0,0,111,90356857
60000000,0,0,1,0,0,0,101,43060566
16000000,0,0,1,0,0,0,113,19057024
40000000,0,0,1,0,0,0,128,24332324
40000000,0,0,1,0,0,0,135,29077547
10000000,0,0,1,0,0,0,120,5484375
13000000,0,0,1,0,0,0,112,3169424
11000000,0,0,1,0,0,0,102,2807854
40000000,0,0,1,0,0,0,102,90835030
25000000,0,0,1,0,0,0,99,134141530
48000000,0,0,1,0,0,0,132,29781453
93000000,0,0,1,0,0,0,105,176740650
20000000,0,0,1,0,0,0,107,36874745
48000000,0,0,1,0,0,0,155,165500000
200000000,0,0,1,0,0,0,156,105219735
23500000,0,0,1,0,0,0,104,10696210
100000000,0,0,1,0,0,0,117,58607007
100000000,0,0,1,0,0,0,117,58607007
2500000,0,0,1,0,0,0,89,3325638
75000000,0,0,1,0,0,0,136,38509342
14500000,0,0,1,0,0,0,120,46338728
90000000,0,0,1,0,0,0,90,226138454
140000000,0,0,1,0,0,0,91,140080850
80000000,0,0,1,0,0,0,117,116643346
28000000,0,0,1,0,0,0,115,71346930
780000,0,0,1,0,0,0,90,1310270
110000000,0,0,1,0,0,0,101,118311368
110000000,0,0,1,0,0,0,114,155181732
13000000,0,0,1,0,0,0,112,91038276
5000000,0,0,1,0,0,0,92,8786715
35000000,0,0,1,0,0,0,125,83299761
22000000,0,0,1,0,0,0,96,19351569
48000000,0,0,1,0,0,0,84,110000082
45000000,0,0,1,0,0,0,89,90703745
20000000,0,0,1,0,0,0,88,32014289
20000000,0,0,1,0,0,0,108,17803796
35000000,0,0,1,0,0,0,108,81257845
60000000,0,0,1,0,0,0,112,31494270
10000000,0,0,1,0,0,0,81,6982680
32000000,0,0,1,0,0,0,101,60328558
87000000,0,0,1,0,0,0,140,120147445
40000000,0,0,1,0,0,0,96,47781388
26000000,0,0,1,0,0,0,117,12276810
28000000,0,0,1,0,0,0,82,49968653
40000000,0,0,1,0,0,0,119,25335935
55000000,0,0,1,0,0,0,123,69951824
70000000,0,0,1,0,0,0,136,37901509
95000000,0,0,1,0,0,0,102,17176900
50000000,0,0,1,0,0,0,106,57887882
40000000,0,0,1,0,0,0,114,70836296
50000000,0,0,1,0,0,0,114,60470220
55000000,0,0,1,0,0,0,110,56932305
25000000,0,0,1,0,0,0,90,18860403
6000000,0,0,1,0,0,0,99,2207975
125000000,0,0,1,0,0,0,129,186830669
90000000,0,0,1,0,0,0,128,209019489
10000000,0,0,1,0,0,0,95,63319509
20000000,0,0,1,0,0,0,105,33687630
8000000,0,0,1,0,0,0,90,25926543
9000000,0,0,1,0,0,0,123,24530513
72000000,0,0,1,0,0,0,106,227965690
26000000,0,0,1,0,0,0,133,33200000
70000000,0,0,1,0,0,0,98,74329966
2000000,0,0,1,0,0,0,91,124494
10000000,0,0,1,0,0,0,97,21371425
40000000,0,0,1,0,0,0,108,53955614
15000000,0,0,1,0,0,0,112,42919096
36000000,0,0,1,0,0,0,127,14378353
170000000,0,0,1,0,0,0,132,155111815
23000000,0,0,1,0,0,0,97,27338033
35000000,0,0,1,0,0,0,112,39026186
80000000,0,0,1,0,0,0,128,124590960
22000000,0,0,1,0,0,0,170,59696176
6000000,0,0,1,0,0,0,86,20200
1800000,0,0,1,0,0,0,109,3050934
14000000,0,0,1,0,0,0,84,3100650
32000000,0,0,1,0,0,0,93,54696902
65000000,0,0,1,0,0,0,130,90454043
80000000,0,0,1,0,0,0,131,42044321
17000000,0,0,1,0,0,0,116,24397469
160000000,0,0,1,0,0,0,121,48068396
