budget,content_rating,duration,Action Related,Adventure Genre,Animation Genre,Biography Genre,Comedy Genre,Crime Genre,Documentary Genre,Drama Genre,Family Genre,Fantasy Genre,Horror Genre,Musical Genre,Mystery Genre,Romance Genre,Sci-Fi Genre,Sport Genre,Thriller Genre,War Genre,Western Genre,made_money,year
98000000,3,130,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2001
65000000,3,144,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2001
93000000,3,92,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2001
100000000,3,119,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2001
100000000,3,119,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2001
33000000,4,101,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2001
35000000,2,94,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001
24000000,3,88,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2001
90000000,3,90,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2001
42000000,4,125,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2001
60000000,2,87,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2001
30000000,3,109,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2001
42000000,4,120,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2001
38000000,3,106,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2001
80000000,4,99,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2001
140000000,3,184,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2001
72000000,3,116,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2001
60000000,4,131,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2001
40000000,3,106,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,2001
28000000,4,98,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2001
11000000,4,85,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,2001
49000000,3,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2001
35000000,3,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2001
115000000,1,92,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2001
60000000,2,90,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2001
7000000,2,113,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2001
34000000,4,123,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2001
17700000,3,91,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2001
50000000,3,95,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2001
13000000,3,84,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2001
100000000,3,146,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2001
23000000,1,82,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,2001
75000000,3,93,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2001
48000000,3,132,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2001
30000000,4,124,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2001
58000000,3,135,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2001
107000000,4,165,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2001
30000000,4,108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2001
15000000,4,87,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
22000000,4,104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2001
16000000,4,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2001
45000000,4,83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2001
4000000,4,93,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2001
11000000,4,95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2001
11000000,3,86,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2001
45000000,3,94,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
80000000,3,123,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2001
5500000,4,99,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2001
5000000,4,95,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2001
6000000,4,95,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2001
12000000,2,91,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2001
1200000,4,100,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2001
26000000,3,103,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2001
35000000,3,123,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2001
22000000,3,96,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2001
38000000,2,98,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2001
7000000,4,111,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2001
6000000,4,106,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2001
1500000,4,96,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2001
21000000,4,110,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2001
40000000,3,114,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,2001
6000000,4,95,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2001
1000000,4,97,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2001
250000,4,91,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2001
250000,6,100,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2001
34000000,3,108,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2001
72000000,2,87,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2001
37000000,1,111,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2001
16000000,2,85,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2001
30000000,3,87,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2001
12000000,4,93,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2001
48000000,3,123,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2001
40000,2,90,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2001
1200000,4,88,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2001
14000000,3,86,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2001
48000000,3,102,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2001
22000000,3,87,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2001
18000000,3,96,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2001
28000000,3,82,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2001
23000000,3,97,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2001
500000,4,98,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2001
25000000,4,95,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2001
6000000,4,90,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2001
22000000,3,84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2001
11000000,3,89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2001
700000,5,97,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2001
1700000,4,138,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2001
1000000,3,119,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2001
30000000,3,106,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2001
50000000,4,113,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,2001
45000000,4,124,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2001
16000000,4,130,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2001
60000000,4,104,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2001
11000000,4,100,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2001
68000000,4,124,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2001
45000000,4,122,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2001
53000000,3,89,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2001
85000000,3,116,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2001
22000000,3,132,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2001
18000000,4,125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2001
1500000,4,98,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2001
35000000,4,111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2001
4500000,4,104,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2001
92000000,4,152,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2001
68000000,4,131,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2001
14000000,3,84,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,2001
57000000,4,105,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2001
22000000,3,104,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2001
13000000,3,112,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,2001
52500000,3,127,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,2001
31000000,3,101,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2001
48000000,3,120,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,2001
40000000,4,102,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,2001
72000000,2,152,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2001
14000000,3,135,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2001
40000000,3,119,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2001
38000000,4,102,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2001
4000000,4,112,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2001
5000000,4,95,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2001
4500000,4,133,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2001
21000000,3,106,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2001
18000000,4,109,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2001
17000000,3,101,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2001
68000000,4,141,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,2001
20000000,4,91,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2001
1500000,4,100,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2001
35000000,4,122,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2001
10000000,4,96,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2001
5000000,4,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2001
23000000,4,97,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2001
140000000,3,88,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,2002
38000000,2,100,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2002
26000000,2,94,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2002
70000000,3,116,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2002
70000000,3,97,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2002
94000000,3,172,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2002
139000000,3,121,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2002
115000000,2,142,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2002
60000000,3,101,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2002
60000000,3,100,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2002
80000000,3,96,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2002
60000000,3,116,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2002
70000000,3,132,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2002
10000000,3,81,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2002
25000000,3,86,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2002
63000000,3,94,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2002
14000000,4,95,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2002
30000000,3,99,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2002
100000000,3,95,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2002
60000000,3,98,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2002
10000000,4,96,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2002
50000000,4,110,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2002
20000000,4,94,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2002
70000000,4,91,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2002
75000000,4,124,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2002
20000000,4,107,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2002
68000000,3,124,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2002
85000000,4,108,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2002
115000000,4,153,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2002
54000000,4,117,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,2002
102000000,3,145,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,2002
60000000,3,119,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2002
70000000,4,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2002
80000000,2,85,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,2002
14000000,1,82,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,2002
3000000,2,76,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2002
59000000,2,103,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2002
120000000,2,77,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2002
25000000,2,85,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2002
20000000,1,72,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2002
140000000,2,95,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2002
80000000,1,83,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2002
15000000,2,88,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2002
15000000,2,88,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2002
84000000,2,86,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2002
3500000,4,103,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2002
3000000,4,113,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2002
52000000,3,141,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2002
7000000,4,105,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2002
12500000,3,117,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2002
12000000,4,123,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2002
13000000,3,92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2002
20000000,4,97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
12000000,4,93,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
25000000,3,85,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
25000000,3,85,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
60000000,4,96,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
12000000,4,86,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
2000000,4,106,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2002
45000000,3,113,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2002
40000000,3,74,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2002
5000000,4,87,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2002
12000000,3,102,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2002
12000000,3,93,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2002
3000000,3,90,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2002
30000000,4,125,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2002
19000000,4,81,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2002
20000000,4,85,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2002
9000000,4,99,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2002
10000000,4,98,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2002
12000000,4,104,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2002
8000000,3,109,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,2002
20000000,3,118,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,2002
500000,2,102,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2002
55000000,3,105,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2002
4000000,4,104,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2002
4000000,4,110,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2002
15600000,3,91,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2002
25000000,4,95,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2002
16000000,2,80,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2002
60000000,1,104,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2002
30000000,2,99,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,2002
35000000,1,88,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2002
5000000,2,95,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2002
15000000,4,94,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2002
16000000,3,112,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2002
40000000,3,103,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2002
50000000,3,96,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2002
38000000,3,108,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2002
60000000,3,101,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2002
17000000,4,96,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2002
2000000,4,101,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2002
43000000,4,90,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2002
100000000,4,216,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2002
22000000,4,100,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2002
42000000,3,115,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2002
60000000,4,108,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2002
7500000,4,105,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,2002
18000000,4,103,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2002
250000,4,98,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2002
15000000,4,118,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2002
38000000,3,115,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2002
36000000,3,116,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2002
17500000,4,116,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2002
500000,4,91,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2002
48000000,4,112,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2002
80000000,4,117,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2002
50000000,4,115,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2002
13000000,4,81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2002
1500000,2,91,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2002
27000000,3,116,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2002
12500000,3,109,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2002
16000000,3,109,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2002
15000000,4,108,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2002
1000000,4,88,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2002
750000,4,88,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2002
15000000,2,90,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,2002
20000000,1,127,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,2002
35000000,4,101,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2002
60000000,3,104,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,2002
825000,2,95,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2002
500000,4,93,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2002
32000000,3,119,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,2002
41000000,4,110,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2002
25000000,3,99,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,2002
46000000,4,118,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,2002
11000000,2,101,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2002
13500000,3,107,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2002
21000000,3,112,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2002
5600000,3,141,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2002
25000000,3,114,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2002
5000000,4,93,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2002
30000000,3,104,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,2002
72000000,3,106,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,2002
500000,4,112,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2002
8500000,3,85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2002
45000000,4,91,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2002
12000000,4,96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2002
4000000,4,99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2002
50000000,4,124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2002
60000000,4,125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2002
