budget,content_rating,duration,Action Related,Adventure Genre,Animation Genre,Biography Genre,Comedy Genre,Crime Genre,Documentary Genre,Drama Genre,gross,
12000000,4,123,0,0,0,1,0,0,0,1,25776062,2002
13000000,3,92,0,0,0,0,1,0,0,0,28972187,2002
20000000,4,97,0,0,0,0,1,0,0,0,8586376,2002
12000000,4,93,0,0,0,0,1,0,0,0,10198766,2002
25000000,3,85,0,0,0,0,1,1,0,0,13973532,2002
25000000,3,85,0,0,0,0,1,1,0,0,13973532,2002
60000000,4,96,0,0,0,0,1,1,0,0,32122249,2002
12000000,4,86,0,0,0,0,1,1,0,0,333976,2002
2000000,4,106,0,0,0,0,1,1,0,1,410241,2002
45000000,3,113,0,0,0,0,1,1,0,0,170684505,2002
40000000,3,74,0,0,0,0,1,1,0,0,7262288,2002
5000000,4,87,0,0,0,0,1,0,1,0,64267897,2002
12000000,3,102,0,0,0,0,1,0,0,1,75074950,2002
12000000,3,93,0,0,0,0,1,0,0,1,37188667,2002
3000000,3,90,0,0,0,0,1,0,0,1,5844929,2002
30000000,4,125,0,0,0,0,1,0,0,1,65010106,2002
19000000,4,81,0,0,0,0,1,0,0,1,22245861,2002
20000000,4,85,0,0,0,0,1,0,0,1,32983713,2002
9000000,4,99,0,0,0,0,1,0,0,1,4681503,2002
10000000,4,98,0,0,0,0,1,0,0,1,30306281,2002
12000000,4,104,0,0,0,0,1,0,0,1,1779284,2002
8000000,3,109,0,0,0,0,1,0,0,1,27362712,2002
20000000,3,118,0,0,0,0,1,0,0,1,56398162,2002
500000,2,102,0,0,0,0,1,0,0,1,1250798,2002
55000000,3,105,0,0,0,0,1,0,0,1,93815117,2002
4000000,4,104,0,0,0,0,1,0,0,1,4046737,2002
4000000,4,110,0,0,0,0,1,0,0,1,6525762,2002
15600000,3,91,0,0,0,0,1,0,0,1,13571817,2002
25000000,4,95,0,0,0,0,1,0,0,1,17791031,2002
16000000,2,80,0,0,0,0,1,0,0,0,40363530,2002
60000000,1,104,0,0,0,0,1,0,0,0,139225854,2002
30000000,2,99,0,0,0,0,1,0,0,0,51432423,2002
35000000,1,88,0,0,0,0,1,0,0,0,16988996,2002
5000000,2,95,0,0,0,0,1,0,0,0,241437427,2002
15000000,4,94,0,0,0,0,1,0,0,0,30259652,2002
16000000,3,112,0,0,0,0,1,0,0,0,4839383,2002
40000000,3,103,0,0,0,0,1,0,0,0,14448589,2002
50000000,3,96,0,0,0,0,1,0,0,0,126203320,2002
38000000,3,108,0,0,0,0,1,0,0,0,127214072,2002
60000000,3,101,0,0,0,0,1,0,0,0,93307796,2002
17000000,4,96,0,0,0,0,1,0,0,0,37939782,2002
2000000,4,101,0,0,0,0,1,0,0,0,2506446,2002
43000000,4,90,0,0,0,0,1,0,0,0,24430272,2002
100000000,4,216,0,0,0,0,0,1,0,1,77679638,2002
22000000,4,100,0,0,0,0,0,1,0,1,121972,2002
42000000,3,115,0,0,0,0,0,1,0,1,41543207,2002
60000000,4,108,0,0,0,0,0,1,0,1,22433915,2002
7500000,4,105,0,0,0,0,0,1,0,1,10460089,2002
18000000,4,103,0,0,0,0,0,1,0,1,676698,2002
250000,4,98,0,0,0,0,0,1,0,1,3799339,2002
15000000,4,118,0,0,0,0,0,1,0,1,9059588,2002
38000000,3,115,0,0,0,0,0,1,0,1,39177215,2002
36000000,3,116,0,0,0,0,0,1,0,1,71026631,2002
17500000,4,116,0,0,0,0,0,1,0,1,325491,2002
500000,4,91,0,0,0,0,0,1,0,1,243347,2002
48000000,4,112,0,0,0,0,0,1,0,1,95308367,2002
80000000,4,117,0,0,0,0,0,1,0,1,104054514,2002
50000000,4,115,0,0,0,0,0,1,0,0,31874869,2002
13000000,4,81,0,0,0,0,0,1,0,0,46563158,2002
1500000,2,91,0,0,0,0,0,0,0,1,119841,2002
27000000,3,116,0,0,0,0,0,0,0,1,69586544,2002
12500000,3,109,0,0,0,0,0,0,0,1,14060950,2002
16000000,3,109,0,0,0,0,0,0,0,1,16346122,2002
15000000,4,108,0,0,0,0,0,0,0,1,13060843,2002
1000000,4,88,0,0,0,0,0,0,0,1,464126,2002
750000,4,88,0,0,0,0,0,0,0,1,47329,2002
15000000,2,90,0,0,0,0,0,0,0,1,19158074,2002
20000000,1,127,0,0,0,0,0,0,0,1,75597042,2002
35000000,4,101,0,0,0,0,0,0,0,1,30307804,2002
60000000,3,104,0,0,0,0,0,0,0,1,30063805,2002
825000,2,95,0,0,0,0,0,0,0,1,15278,2002
500000,4,93,0,0,0,0,0,0,0,1,145540,2002
32000000,3,119,0,0,0,0,0,0,0,1,35228696,2002
41000000,4,110,0,0,0,0,0,0,0,1,116724075,2002
25000000,3,99,0,0,0,0,0,0,0,1,10719367,2002
46000000,4,118,0,0,0,0,0,0,0,1,67263182,2002
11000000,2,101,0,0,0,0,0,0,0,1,41227069,2002
13500000,3,107,0,0,0,0,0,0,0,1,15854988,2002
21000000,3,112,0,0,0,0,0,0,0,1,6830957,2002
5600000,3,141,0,0,0,0,0,0,0,1,3064356,2002
25000000,3,114,0,0,0,0,0,0,0,1,41597830,2002
5000000,4,93,0,0,0,0,0,0,0,1,14015786,2002
30000000,3,104,0,0,0,0,0,0,0,1,40118420,2002
72000000,3,106,0,0,0,0,0,0,0,1,227965690,2002
500000,4,112,0,0,0,0,0,0,0,1,13134,2002
8500000,3,85,0,0,0,0,0,0,0,1,28563926,2002
45000000,4,91,0,0,0,0,0,0,0,1,66790248,2002
12000000,4,96,0,0,0,0,0,0,0,1,31597131,2002
4000000,4,99,0,0,0,0,0,0,0,1,562059,2002
50000000,4,124,0,0,0,0,0,0,0,1,52752475,2002
60000000,4,125,0,0,0,0,0,0,0,1,19076815,2002
10600000,3,103,0,0,0,0,0,0,0,0,22160085,2002
35000000,4,91,0,0,0,0,0,0,0,0,30079316,2002
17000000,3,89,0,0,0,0,0,0,0,0,12693621,2002
30000000,4,111,1,0,0,0,0,0,0,0,70098138,2003
50000000,3,114,1,1,0,0,1,0,0,0,60470220,2003
60000000,2,89,1,1,0,0,1,1,0,0,66734992,2003
120000000,3,107,1,1,0,0,1,1,0,0,100685880,2003
26000000,2,102,1,1,0,0,1,1,0,0,47285499,2003
38000000,2,84,1,1,0,0,1,0,0,0,111760631,2003
85000000,3,104,1,1,0,0,1,0,0,0,47592825,2003
80000000,3,117,1,1,0,0,0,1,0,0,116643346,2003
94000000,3,192,1,1,0,0,0,0,0,1,377019252,2003
150000000,3,138,1,1,0,0,0,0,0,1,93926386,2003
780000,3,90,1,1,0,0,0,0,0,1,1310270,2003
95000000,3,117,1,1,0,0,0,0,0,0,65653758,2003
140000000,3,143,1,1,0,0,0,0,0,0,305388685,2003
78000000,3,110,1,1,0,0,0,0,0,0,66462600,2003
80000000,3,116,1,1,0,0,0,0,0,0,19480739,2003
60000000,3,135,1,1,0,0,0,0,0,0,31111260,2003
75000000,3,116,1,0,0,0,1,1,0,0,30013346,2003
130000000,4,147,1,0,0,0,1,1,0,0,138396624,2003
52000000,3,104,1,0,0,0,1,0,0,0,23020488,2003
36000000,4,109,1,0,0,0,0,1,0,1,26183197,2003
30000000,4,101,1,0,0,0,0,1,0,1,34604054,2003
55000000,4,94,1,0,0,0,0,1,0,1,34238611,2003
76000000,3,107,1,0,0,0,0,1,0,0,127083765,2003
60000000,3,111,1,0,0,0,0,1,0,0,106126012,2003
29000000,4,102,1,0,0,0,0,1,0,0,55845943,2003
140000000,4,154,1,0,0,0,0,0,0,1,111110575,2003
70000000,4,142,1,0,0,0,0,0,0,1,43426961,2003
30000000,4,97,1,0,0,0,0,0,0,0,82163317,2003
60000000,3,119,1,0,0,0,0,0,0,0,53789313,2003
38000000,4,102,1,0,0,0,0,0,0,0,7659747,2003
137000000,3,138,1,0,0,0,0,0,0,0,132122995,2003
200000000,4,109,1,0,0,0,0,0,0,0,150350192,2003
150000000,4,138,1,0,0,0,0,0,0,0,281492479,2003
2000000,3,120,0,1,0,0,0,0,0,0,1098224,2003
60000000,2,85,0,1,1,0,1,0,0,1,26288320,2003
94000000,1,100,0,1,1,0,1,0,0,0,380838870,2003
25000000,2,80,0,1,1,0,1,0,0,0,39399750,2003
20000000,1,72,0,1,1,0,0,0,0,0,47887943,2003
500000,4,79,0,1,0,1,0,0,0,1,30500882,2003
20000000,2,117,0,1,0,0,1,0,0,1,67325559,2003
109000000,2,82,0,1,0,0,1,0,0,0,100446895,2003
17000000,2,94,0,1,0,0,1,0,0,0,42672630,2003
70000000,3,125,0,1,0,0,0,0,0,1,66257002,2003
79000000,4,154,0,1,0,0,0,0,0,1,95632614,2003
35000000,4,127,0,1,0,0,0,0,0,1,4426297,2003
4500000,4,109,0,0,0,1,0,1,0,1,34468224,2003
5000000,4,98,0,0,0,1,0,1,0,1,296665,2003
218,6,88,0,0,0,1,0,0,1,0,592014,2003
35000000,2,109,0,0,0,1,0,0,0,1,52277485,2003
33000000,3,105,0,0,0,0,1,0,0,0,132541238,2003
17000000,3,98,0,0,0,0,1,0,0,0,22734486,2003
19000000,3,85,0,0,0,0,1,0,0,0,26096584,2003
40000000,3,89,0,0,0,0,1,0,0,0,9652000,2003
35200000,3,95,0,0,0,0,1,0,0,0,37788228,2003
45000000,3,95,0,0,0,0,1,0,0,0,89808372,2003
48000000,3,84,0,0,0,0,1,0,0,0,110000082,2003
55000000,3,118,0,0,0,0,1,0,0,0,33828318,2003
24000000,4,88,0,0,0,0,1,0,0,0,74608545,2003
1000000,4,87,0,0,0,0,1,0,0,0,19539,2003
16000000,3,86,0,0,0,0,1,1,0,0,34308901,2003
18000000,4,98,0,0,0,0,1,1,0,1,60057639,2003
500000,2,101,0,0,0,0,1,1,0,0,1111615,2003
8000000,4,109,0,0,0,0,1,1,0,0,336456,2003
60000000,3,100,0,0,0,0,1,1,0,0,35096190,2003
54000000,4,121,0,0,0,0,1,1,0,0,5660084,2003
3000000,4,89,0,0,0,0,1,0,1,0,2223990,2003
81000000,3,101,0,0,0,0,1,0,0,1,242589580,2003
300000,3,80,0,0,0,0,1,0,0,1,2360184,2003
500000,4,89,0,0,0,0,1,0,0,1,5739376,2003
30000000,2,111,0,0,0,0,1,0,0,1,41407470,2003
17000000,2,87,0,0,0,0,1,0,0,1,37566230,2003
20000000,2,105,0,0,0,0,1,0,0,1,35990505,2003
16000000,3,101,0,0,0,0,1,0,0,1,14108518,2003
80000000,3,128,0,0,0,0,1,0,0,1,124590960,2003
1000000,3,79,0,0,0,0,1,0,0,1,279282,2003
18000000,3,113,0,0,0,0,1,0,0,1,43601508,2003
850000,4,107,0,0,0,0,1,0,0,1,819939,2003
40000000,2,94,0,0,0,0,1,0,0,0,138614544,2003
60000000,2,92,0,0,0,0,1,0,0,0,104148781,2003
90000000,2,88,0,0,0,0,1,0,0,0,75817994,2003
26000000,2,97,0,0,0,0,1,0,0,0,110222438,2003
33000000,2,97,0,0,0,0,1,0,0,0,173381405,2003
35000000,3,108,0,0,0,0,1,0,0,0,81257845,2003
20000000,4,80,0,0,0,0,1,0,0,0,1646664,2003
12000000,2,90,0,0,0,0,1,0,0,0,4922166,2003
20000000,3,101,0,0,0,0,1,0,0,0,15408822,2003
30000000,3,96,0,0,0,0,1,0,0,0,14208384,2003
50000000,3,116,0,0,0,0,1,0,0,0,105807520,2003
18000000,3,95,0,0,0,0,1,0,0,0,56127162,2003
14000000,3,90,0,0,0,0,1,0,0,0,15549702,2003
55000000,4,74,0,0,0,0,1,0,0,0,104354205,2003
18000000,4,108,0,0,0,0,1,0,0,0,3203044,2003
3200000,4,101,0,0,0,0,0,1,0,1,8243880,2003
25000000,4,138,0,0,0,0,0,1,0,1,90135191,2003
5000000,4,104,0,0,0,0,0,1,0,1,1056102,2003
50000000,4,114,0,0,0,0,0,1,0,1,40905277,2003
50000000,4,130,0,0,0,0,0,1,0,1,19593740,2003
15000000,4,97,0,0,0,0,0,1,0,0,12212417,2003
6800000,4,101,0,0,0,0,0,1,0,0,10696,2003
8000000,4,96,0,0,0,0,0,0,1,0,3713002,2003
10000000,6,93,0,0,0,0,0,0,0,1,365734,2003
65000000,3,117,0,0,0,0,0,0,0,1,63695760,2003
20000000,4,124,0,0,0,0,0,0,0,1,16248701,2003
15000000,4,126,0,0,0,0,0,0,0,1,13005485,2003
4000000,4,101,0,0,0,0,0,0,0,1,44566004,2003
1500000,4,100,0,0,0,0,0,0,0,1,4599680,2003
1900000,3,103,0,0,0,0,0,0,0,1,1420578,2003
6000000,3,99,0,0,0,0,0,0,0,1,2207975,2003
87000000,3,140,0,0,0,0,0,0,0,1,120147445,2003
56000000,3,280,0,0,0,0,0,0,0,1,12870569,2003
68000000,4,136,0,0,0,0,0,0,0,1,33685268,2003
25000000,3,94,0,0,0,0,0,0,0,1,30222640,2003
1650000,4,111,0,0,0,0,0,0,0,1,2580,2003
2500000,4,108,0,0,0,0,0,0,0,1,548712,2003
22000000,4,139,0,0,0,0,0,0,0,1,58328680,2003
7000000,4,105,0,0,0,0,0,0,0,0,12583510,2003
17000000,4,104,0,0,0,0,0,0,0,0,35143332,2003
11000000,3,96,0,0,0,0,0,0,0,0,32131483,2003
40000000,4,98,0,0,0,0,0,0,0,0,59588068,2003
26000000,4,90,0,0,0,0,0,0,0,0,46455802,2003
12600000,4,84,0,0,0,0,0,0,0,0,15417771,2003
30000000,4,91,0,0,0,0,0,0,0,0,51475962,2003
92000000,2,115,1,1,1,0,0,0,0,0,261437578,2004
110000000,2,120,1,1,0,0,1,0,0,0,24004159,2004
100000000,2,131,1,1,0,0,1,0,0,0,173005002,2004
26000000,2,100,1,1,0,0,1,0,0,0,23222861,2004
45000000,3,113,1,1,0,0,0,0,0,1,21009180,2004
65000000,4,122,1,1,0,0,0,0,0,0,52397389,2004
200000000,3,135,1,1,0,0,0,0,0,0,373377893,2004
25000000,3,97,1,1,0,0,0,0,0,0,31526393,2004
70000000,2,106,1,1,0,0,0,0,0,0,37760080,2004
105000000,3,134,1,1,0,0,0,0,0,0,57637485,2004
125000000,3,124,1,1,0,0,0,0,0,0,186739919,2004
100000000,3,136,1,1,0,0,0,0,0,0,67286731,2004
30000000,4,98,1,0,0,0,1,0,0,0,32774834,2004
40000000,3,84,1,0,0,0,1,1,0,0,21176322,2004
58000000,3,97,1,0,0,0,1,1,0,1,28328132,2004
3500000,3,91,1,0,0,0,1,0,0,0,96793,2004
56000000,3,86,1,0,0,0,0,1,0,0,45860039,2004
20000000,3,84,1,0,0,0,0,1,0,1,15712072,2004
30000000,4,137,1,0,0,0,0,1,0,1,66207920,2004
70000000,4,146,1,0,0,0,0,1,0,1,77862546,2004
33000000,4,140,1,0,0,0,0,1,0,1,33682273,2004
100000000,3,87,1,0,0,0,0,1,0,0,40198710,2004
25000000,3,94,1,0,0,0,0,1,0,0,32003620,2004
55000000,3,115,1,0,0,0,0,0,0,1,74540762,2004
66000000,3,132,1,0,0,0,0,0,0,0,59035104,2004
60000000,3,109,1,0,0,0,0,0,0,0,80281096,2004
26000000,4,110,1,0,0,0,0,0,0,0,58885635,2004
120000000,3,115,1,0,0,0,0,0,0,0,144795350,2004
75000000,3,108,1,0,0,0,0,0,0,0,176049130,2004
175000000,4,196,0,1,0,0,0,0,0,0,133228348,2004
75000000,2,90,0,1,1,0,1,0,0,0,160762022,2004
30000000,2,87,0,1,1,0,1,0,0,0,85416609,2004
150000000,2,93,0,1,1,0,1,0,0,0,436471036,2004
165000000,1,100,0,1,1,0,0,0,0,0,665426,2004
9000000,4,88,0,1,0,0,1,0,0,0,18225165,2004
50000000,4,119,0,1,0,0,1,0,0,1,24006726,2004
12000000,4,126,0,1,0,0,1,0,0,1,71502303,2004
80000000,2,93,0,1,0,0,1,0,0,0,84185387,2004
19000000,3,95,0,1,0,0,1,0,0,0,58156435,2004
35000000,2,80,0,0,1,0,1,0,0,0,75367693,2004
10000000,2,74,0,0,1,0,1,0,0,0,6491350,2004
110000000,2,76,0,0,1,0,1,0,0,0,50026353,2004
110000000,3,170,0,0,0,1,0,0,0,1,102608827,2004
11000000,4,118,0,0,0,1,0,0,0,1,10214647,2004
25000000,2,101,0,0,0,1,0,0,0,1,51676606,2004
28000000,2,135,0,0,0,1,0,0,0,1,64371181,2004
40000000,3,178,0,0,0,1,0,0,0,1,75305995,2004
23000000,3,118,0,0,0,1,0,0,0,1,6144806,2004
20000000,3,125,0,0,0,1,0,0,0,1,13337299,2004
39000000,3,110,0,0,0,1,0,0,0,1,5881504,2004
400000,2,92,0,0,0,0,1,0,0,0,44540956,2004
26000000,3,98,0,0,0,0,1,0,0,0,84136909,2004
40000000,3,99,0,0,0,0,1,0,0,0,12181484,2004
12000000,3,97,0,0,0,0,1,0,0,0,31179516,2004
17000000,3,97,0,0,0,0,1,0,0,0,86049418,2004
25000000,4,93,0,0,0,0,1,0,0,0,17718223,2004
22000000,4,107,0,0,0,0,1,0,0,0,12784713,2004
16000000,4,92,0,0,0,0,1,0,0,0,13922211,2004
18000000,2,91,0,0,0,0,1,1,0,0,16702864,2004
60000000,3,101,0,0,0,0,1,1,0,0,88200225,2004
50000000,3,88,0,0,0,0,1,1,0,0,6471394,2004
37000000,3,109,0,0,0,0,1,1,0,0,69148997,2004
30000000,2,91,0,0,0,0,1,1,0,0,14018364,2004
20000000,3,108,0,0,0,0,1,1,0,0,8054280,2004
40000000,3,98,0,0,0,0,1,1,0,0,16323969,2004
35000000,4,104,0,0,0,0,1,1,0,0,39692139,2004
65000,2,100,0,0,0,0,1,0,1,1,11529368,2004
18000000,3,106,0,0,0,0,1,0,0,1,64955956,2004
6000000,3,96,0,0,0,0,1,0,0,1,371081,2004
5000000,3,92,0,0,0,0,1,0,0,1,8786715,2004
60000000,3,128,0,0,0,0,1,0,0,1,77032279,2004
6500000,4,85,0,0,0,0,1,0,0,1,70527,2004
4000000,4,111,0,0,0,0,1,0,0,1,228524,2004
26000000,3,109,0,0,0,0,1,0,0,1,45489752,2004
35000000,3,102,0,0,0,0,1,0,0,1,25266129,2004
35000000,3,105,0,0,0,0,1,0,0,1,20422207,2004
50000000,3,119,0,0,0,0,1,0,0,1,37486138,2004
50000000,3,106,0,0,0,0,1,0,0,1,57887882,2004
80000000,3,131,0,0,0,0,1,0,0,1,42044321,2004
2500000,4,102,0,0,0,0,1,0,0,1,26781723,2004
25000000,4,110,0,0,0,0,1,0,0,1,14589444,2004
30000000,3,104,0,0,0,0,1,0,0,1,21800302,2004
60000000,2,99,0,0,0,0,1,0,0,0,73701902,2004
35000000,2,96,0,0,0,0,1,0,0,0,22913677,2004
26000000,2,93,0,0,0,0,1,0,0,0,48114556,2004
40000000,1,113,0,0,0,0,1,0,0,0,95149435,2004
20000000,2,95,0,0,0,0,1,0,0,0,51431160,2004
37000000,3,98,0,0,0,0,1,0,0,0,56044241,2004
8550000,4,119,0,0,0,0,1,0,0,0,4992159,2004
10000000,2,89,0,0,0,0,1,0,0,0,8070311,2004
75000000,3,99,0,0,0,0,1,0,0,0,120776832,2004
42000000,3,90,0,0,0,0,1,0,0,0,87856565,2004
23000000,3,101,0,0,0,0,1,0,0,0,12189514,2004
23000000,3,101,0,0,0,0,1,0,0,0,12189514,2004
80000000,3,106,0,0,0,0,1,0,0,0,279167575,2004
26000000,3,110,0,0,0,0,1,0,0,0,14469428,2004
24000000,3,95,0,0,0,0,1,0,0,0,16964743,2004
90000000,3,93,0,0,0,0,1,0,0,0,59475623,2004
20000000,3,92,0,0,0,0,1,0,0,0,114324072,2004
500000,4,90,0,0,0,0,0,1,0,1,603943,2004
27000000,4,99,0,0,0,0,0,1,0,1,8712564,2004
65000000,4,120,0,0,0,0,0,1,0,1,100003492,2004
27000000,4,101,0,0,0,0,0,1,0,0,4476235,2004
110000000,3,125,0,0,0,0,0,1,0,0,125531634,2004
1100,2,90,0,0,0,0,0,0,1,0,85222,2004
200000,6,85,0,0,0,0,0,0,1,0,381225,2004
6000000,4,122,0,0,0,0,0,0,1,1,119078393,2004
23000000,3,141,0,0,0,0,0,0,0,1,16123851,2004
30000000,4,120,0,0,0,0,0,0,0,1,499263,2004
20000000,4,108,0,0,0,0,0,0,0,1,34126138,2004
107000000,3,137,0,0,0,0,0,0,0,1,22406362,2004
25000000,3,102,0,0,0,0,0,0,0,1,14334645,2004
8000000,3,95,0,0,0,0,0,0,0,1,40066497,2004
60000000,3,108,0,0,0,0,0,0,0,1,114195633,2004
30000000,3,114,0,0,0,0,0,0,0,1,12831121,2004
20000000,4,100,0,0,0,0,0,0,0,1,5005883,2004
80000000,4,129,0,0,0,0,0,0,0,1,65948711,2004
150000,4,78,0,0,0,0,0,0,0,1,191309,2004
7500000,2,118,0,0,0,0,0,0,0,1,3347439,2004
29000000,3,123,0,0,0,0,0,0,0,1,64286,2004
6500000,4,97,0,0,0,0,0,0,0,1,1029017,2004
2700000,4,80,0,0,0,0,0,0,0,1,5792822,2004
27000000,4,98,0,0,0,0,0,0,0,1,33987757,2004
18000000,4,131,0,0,0,0,0,0,0,1,3752725,2004
7000,3,77,0,0,0,0,0,0,0,1,424760,2004
30000000,3,132,0,0,0,0,0,0,0,1,100422786,2004
200000,4,109,0,0,0,0,0,0,0,1,5199,2004
15000000,2,103,0,0,0,0,0,0,0,0,10411980,2004
10000000,3,98,0,0,0,0,0,0,0,0,110175871,2004
50000000,4,125,0,0,0,0,0,0,0,0,41814863,2004
1200000,4,103,0,0,0,0,0,0,0,0,55153403,2004
40000000,3,96,0,0,0,0,0,0,0,0,47781388,2004
13000000,4,120,0,0,0,0,0,0,0,0,23947,2004
150000000,3,128,1,1,0,0,0,0,0,0,205343774,2005
50000000,3,107,1,1,0,0,1,0,0,0,80270227,2005
65000000,2,101,1,1,0,0,1,0,0,0,28045540,2005
88000000,3,118,1,1,0,0,1,0,0,0,37899638,2005
50000000,3,110,1,1,0,0,0,1,0,0,18472363,2005
87000000,3,101,1,1,0,0,0,1,0,0,26082914,2005
130000000,4,194,1,1,0,0,0,0,0,1,47396698,2005
50000000,2,93,1,1,0,0,0,0,0,0,39177541,2005
25000000,4,92,1,1,0,0,0,0,0,0,1550000,2005
113000000,3,140,1,1,0,0,0,0,0,0,380262555,2005
126000000,3,136,1,1,0,0,0,0,0,0,35799026,2005
40000000,3,119,1,1,0,0,0,0,0,0,25335935,2005
135000000,3,121,1,1,0,0,0,0,0,0,31704416,2005
75000000,2,129,1,1,0,0,0,0,0,0,45356386,2005
17500000,2,80,1,0,0,0,1,1,0,0,51053787,2005
40000000,3,100,1,0,0,0,1,0,0,0,19118247,2005
45000000,3,115,1,0,0,0,1,1,0,0,48472213,2005
25000000,3,95,1,0,0,0,1,1,0,1,5654777,2005
120000000,3,126,1,0,0,0,1,1,0,0,186336103,2005
45000000,4,109,1,0,0,0,0,1,0,1,74484168,2005
52000000,4,113,1,0,0,0,0,1,0,1,34636443,2005
20000000,4,109,1,0,0,0,0,1,0,1,19976073,2005
2000000,4,116,1,0,0,0,0,1,0,1,3335839,2005
54000000,4,132,1,0,0,0,0,0,0,1,70496802,2005
80000000,4,132,1,0,0,0,0,0,0,1,10166502,2005
62000000,3,93,1,0,0,0,0,0,0,0,25857987,2005
75000000,2,86,0,1,1,0,1,0,0,0,193136719,2005
150000000,1,81,0,1,1,0,1,0,0,0,135381507,2005
75000000,2,91,0,1,1,0,1,0,0,0,128200012,2005
1000000,4,103,0,1,0,0,1,0,0,1,9013113,2005
60000000,2,94,0,1,0,0,1,0,0,0,82569532,2005
150000000,2,115,0,1,0,0,1,0,0,0,206456431,2005
50000000,1,101,0,1,0,0,1,0,0,0,66002004,2005
32000000,2,95,0,1,0,0,1,0,0,0,82301521,2005
35000000,2,100,0,1,0,0,1,0,0,0,63939454,2005
50000000,2,109,0,1,0,0,1,0,0,0,51019112,2005
10000000,3,108,0,1,0,0,0,0,0,1,11703287,2005
12000000,2,100,0,1,0,0,0,0,0,1,860002,2005
180000000,2,150,0,1,0,0,0,0,0,0,291709845,2005
30000000,3,93,0,1,0,0,0,0,0,0,14888028,2005
132000000,3,116,0,1,0,0,0,0,0,0,234277056,2005
40000000,2,77,0,0,1,0,0,0,0,1,53337608,2005
20000000,1,68,0,0,1,0,0,0,0,0,18081626,2005
40000000,4,117,0,0,0,1,0,1,0,1,30981850,2005
2000000,5,89,0,0,0,1,0,0,1,0,653621,2005
7500000,2,93,0,0,0,1,0,0,0,1,31501218,2005
30000000,3,150,0,0,0,1,0,0,0,1,12712093,2005
28000000,3,153,0,0,0,1,0,0,0,1,119518352,2005
88000000,3,144,0,0,0,1,0,0,0,1,61644321,2005
25000000,3,107,0,0,0,1,0,0,0,1,11008432,2005
22000000,4,83,0,0,0,0,1,0,0,0,22264487,2005
3000000,4,94,0,0,0,0,1,0,0,0,16101109,2005
100000000,3,90,0,0,0,0,1,1,0,0,110332737,2005
15000000,3,95,0,0,0,0,1,1,0,0,4006906,2005
10000000,4,96,0,0,0,0,1,1,0,1,12570442,2005
53000000,3,118,0,0,0,0,1,1,0,0,55808744,2005
15000000,4,103,0,0,0,0,1,1,0,0,4235837,2005
82000000,3,113,0,0,0,0,1,1,0,0,158115031,2005
3000000,4,100,0,0,0,0,1,0,1,0,11694528,2005
1500000,3,90,0,0,0,0,1,0,0,1,92362,2005
500000,4,91,0,0,0,0,1,0,0,1,154077,2005
2000000,4,91,0,0,0,0,1,0,0,1,3885134,2005
6500000,4,92,0,0,0,0,1,0,0,1,24792061,2005
6800000,4,108,0,0,0,0,1,0,0,1,49526,2005
1500000,4,88,0,0,0,0,1,0,0,1,7362100,2005
9000000,4,118,0,0,0,0,1,0,0,1,18761993,2005
22000000,4,102,0,0,0,0,1,0,0,1,12469811,2005
4000000,4,96,0,0,0,0,1,0,0,1,1325073,2005
3500000,4,98,0,0,0,0,1,0,0,1,101228,2005
14000000,2,106,0,0,0,0,1,0,0,1,32645546,2005
25000000,2,119,0,0,0,0,1,0,0,1,39008741,2005
30000000,3,107,0,0,0,0,1,0,0,1,21835784,2005
5500000,3,116,0,0,0,0,1,0,0,1,50382128,2005
57000000,3,123,0,0,0,0,1,0,0,1,26838389,2005
17000000,3,103,0,0,0,0,1,0,0,1,6061759,2005
8000000,3,99,0,0,0,0,1,0,0,1,127144,2005
15000,4,85,0,0,0,0,1,0,0,1,192467,2005
9000000,4,103,0,0,0,0,1,0,0,1,1530535,2005
30000000,3,104,0,0,0,0,1,0,0,1,42071069,2005
25000000,2,97,0,0,0,0,1,0,0,0,47124400,2005
84000000,2,94,0,0,0,0,1,0,0,0,17010646,2005
25000000,2,100,0,0,0,0,1,0,0,0,16247775,2005
45000000,2,95,0,0,0,0,1,0,0,0,52580895,2005
58000000,3,95,0,0,0,0,1,0,0,0,48291624,2005
35000000,3,99,0,0,0,0,1,0,0,0,19294901,2005
45000000,3,134,0,0,0,0,1,0,0,0,19377727,2005
35000000,3,105,0,0,0,0,1,0,0,0,67962333,2005
70000000,3,118,0,0,0,0,1,0,0,0,177575142,2005
30000000,3,98,0,0,0,0,1,0,0,0,43894863,2005
15000000,3,90,0,0,0,0,1,0,0,0,31585300,2005
1500000,4,105,0,0,0,0,1,0,0,0,3123749,2005
26000000,4,133,0,0,0,0,1,0,0,0,109243478,2005
8000000,4,116,0,0,0,0,0,1,0,1,22201636,2005
32000000,4,96,0,0,0,0,0,1,0,1,31493782,2005
950000,4,104,0,0,0,0,0,1,0,1,1007962,2005
50000000,4,122,0,0,0,0,0,1,0,1,24127895,2005
7000000,4,109,0,0,0,0,0,1,0,0,16901126,2005
40000000,4,147,0,0,0,0,0,1,0,0,74098862,2005
1750211,4,88,0,0,0,0,0,0,1,0,1523883,2005
30000000,3,108,0,0,0,0,0,0,0,1,8535575,2005
35000000,4,126,0,0,0,0,0,0,0,1,18324242,2005
1500000,4,112,0,0,0,0,0,0,0,1,712294,2005
