movie_title,director_name,budget,content_rating,duration,actor_1_name,actor_2_name,actor_3_name,gross,genres,Action Genre,Adventure Genre,Animation Genre,Biography Genre,Comedy Genre,Crime Genre,Documentary Genre,Drama Genre,Family Genre,Fantasy Genre,Horror Genre,Musical Genre,Mystery Genre,Romance Genre,Sci-Fi Genre,Sport Genre,Thriller Genre,War Genre,Western Genre,plot_keywords,imdb_score
"Big Mommas: Like Father, Like Son ",John Whitesell,32000000,3,113,Brandon T. Jackson,Tony Curran,Portia Doubleday,37911876,Action|Comedy|Crime,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,dog|new york city|scholarship|senator|twin,4.8
Central Intelligence ,Rawson Marshall Thurber,50000000,3,107,Dwayne Johnson,Thomas Kretschmann,Megan Park,126088877,Action|Comedy|Crime,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12 year old|artist|hotel|three word title|written and directed by cast member,6.4
Code Name: The Cleaner ,Les Mayfield,20000000,3,91,Callum Rennie,Will Patton,Cedric the Entertainer,8104069,Action|Comedy|Crime,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,hdtv|motorcycle|museum|security guard|tyrannosaurus rex,5.9
Hot Pursuit ,Anne Fletcher,35000000,3,87,Jim Gaffigan,Richard T. Jones,Michael Mosley,34507079,Action|Comedy|Crime,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,museum|museum of natural history manhattan new york city|night watchman|star died before release|tablet,6.2
Kindergarten Cop ,Ivan Reitman,26000000,3,111,Richard Tyson,Cathy Moriarty,Penelope Ann Miller,91457688,Action|Comedy|Crime,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,chaos|museum|museum of natural history|night watchman|watchman,6.4
Loaded Weapon 1 ,Gene Quintano,8200000,3,84,Jon Lovitz,Lin Shaye,Bill Nunn,27979400,Action|Comedy|Crime,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,author|girl|island|reading|scientist,6
Miss Congeniality 2: Armed and Fabulous ,John Pasquin,45000000,3,115,Eileen Brennan,Diedrich Bader,Treat Williams,48472213,Action|Comedy|Crime,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,chef|cooking|guardian|kitchen|restaurant,6.3
The Other Guys ,Adam McKay,100000000,3,116,Dwayne Johnson,Will Ferrell,Derek Jeter,119219978,Action|Comedy|Crime,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,best friend|business deal|impulse|public relations|twin,5.4
Torque ,Joseph Kahn,40000000,3,84,Dane Cook,Jay Hernandez,Christina Milian,21176322,Action|Comedy|Crime,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,based on short film|chicago illinois|el train|love|train,4.1
Tower Heist ,Brett Ratner,75000000,3,104,Matthew Broderick,Gabourey Sidibe,Judd Hirsch,78009155,Action|Comedy|Crime,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3 dimensional|concert footage|englishman abroad|reference to keith richards|reference to the doors,4.1
21 Jump Street ,Phil Lord,42000000,4,109,Channing Tatum,Dax Flame,Rob Riggle,138447667,Action|Comedy|Crime,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,biblical|book of esther|esther|persia|treachery,6.3
22 Jump Street ,Phil Lord,50000000,4,112,Channing Tatum,Craig Roberts,Amber Stevens West,191616238,Action|Comedy|Crime,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,bear|deer|forest|grizzly bear|hunter,6.2
A Low Down Dirty Shame ,Keenen Ivory Wayans,10000000,4,100,Jada Pinkett Smith,Salli Richardson-Whitfield,Charles S. Dutton,29392418,Action|Comedy|Crime,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,blood|body|egg|virus|white blood cell,6.2
Beverly Hills Cop ,Martin Brest,14000000,4,105,Judge Reinhold,Ronny Cox,James Russo,234760500,Action|Comedy|Crime,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,africa|hunter|love|marriage|plantation,7.2
Cop Out ,Kevin Smith,37000000,4,107,Bruce Willis,Tracy Morgan,Kevin Pollak,44867349,Action|Comedy|Crime,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,bear|food|forest|raccoon|turtle,6.8
Kick-Ass 2 ,Jeff Wadlow,28000000,4,103,Chloë Grace Moretz,Donald Faison,Augustus Prew,28751715,Action|Comedy|Crime,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,circus|magic|magician|oz|witch,6.4
Next Day Air ,Benny Boom,3000000,4,84,Omari Hardwick,Donald Faison,Mike Epps,10017041,Action|Comedy|Crime,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1940s|child hero|fantasy world|orphan|reference to peter pan,5.8
Pineapple Express ,David Gordon Green,27000000,4,117,James Franco,Gary Cole,Rosie Perez,87341380,Action|Comedy|Crime,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,curse|ghost|outcast|witch|zombie,7
The Heat ,Paul Feig,43000000,4,123,Michael Rapaport,William Xifaras,Demián Bichir,159578352,Action|Comedy|Crime,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,chores|father figure|helicopter parents|in laws|punishment,6.1
After the Sunset ,Brett Ratner,58000000,3,97,Salma Hayek,Don Cheadle,Chris Penn,28328132,Action|Comedy|Crime|Drama,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,character name in title|no opening credits|sequel|wilhelm scream,4.4
Underclassman ,Marcos Siega,25000000,3,95,Cheech Marin,Nick Cannon,Kaylee DeFer,5654777,Action|Comedy|Crime|Drama|Thriller,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,cell phone|hostage|mall|security guard|text messaging,5.2
2 Guns ,Baltasar Kormákur,61000000,4,109,Denzel Washington,Patrick Fischler,Fred Ward,75573300,Action|Comedy|Crime|Drama|Thriller,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,little girl|park|spy|statue of liberty|television van,6.7
Bad Boys ,Michael Bay,19000000,4,119,Will Smith,Tchéky Karyo,Theresa Randle,65807024,Action|Comedy|Crime|Drama|Thriller,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,golden fleece|half brother|magical tree|sea|tree,5.9
Exit Wounds ,Andrzej Bartkowiak,33000000,4,101,Michael Jai White,Bill Duke,Bruce McGill,51758599,Action|Comedy|Crime|Drama|Thriller,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,brain tumor|genius|psionic power|telekinesis|terminal illness,6.4
Money Train ,Joseph Ruben,68000000,4,105,Vincent Pastore,Robert Blake,Aida Turturro,35324232,Action|Comedy|Crime|Drama|Thriller,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,captain|commandant|mafia|russian mafia|security system,3.3
The Glimmer Man ,John Gray,45000000,4,91,Alexa PenaVega,Bob Gunton,Keenen Ivory Wayans,20400913,Action|Comedy|Crime|Drama|Thriller,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,ghost|haunted|haunting|house|paranormal investigator,7.4
See Spot Run ,John Whitesell,35000000,2,94,Leslie Bibb,Angus T. Jones,Paul Sorvino,33357476,Action|Comedy|Crime|Family,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,hawaii|hawaiian|historically inaccurate|princess|tearing up a letter,6.2
The Mask ,Chuck Russell,18000000,3,114,Peter Greene,Amy Yasbeck,Reg E. Cathey,119938730,Action|Comedy|Crime|Fantasy,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,decoration|father daughter relationship|high school|prom|teenager,5.4
Dylan Dog: Dead of Night ,Kevin Munroe,20000000,3,107,Marco St. John,Laura Spencer,Anita Briem,1183354,Action|Comedy|Crime|Fantasy|Horror|Mystery|Sci-Fi|Thriller,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,betrayal|egg|friend|goose|hero,6.7
The Blues Brothers ,John Landis,27000000,4,148,John Belushi,Aretha Franklin,Ray Charles,54200000,Action|Comedy|Crime|Music,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,alien|military|mountain|spacecraft|ufo,5.7
Dick Tracy ,Warren Beatty,100000000,2,105,Charlie Korsmo,Warren Beatty,Seymour Cassel,103738726,Action|Comedy|Crime|Music|Romance|Thriller,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,beach|cigarette girl|radio|woman holding a baby|working class,7.6
Miss Congeniality ,Donald Petrie,45000000,3,109,Candice Bergen,Wendy Raquel Robinson,Heather Burns,106807667,Action|Comedy|Crime|Romance,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,coach|football|football coach|high school|radio,6.9
Ride Along ,Tim Story,25000000,3,99,Bruce McGill,Tika Sumpter,Bryan Callen,134141530,Action|Comedy|Crime|Romance,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,archeological dig|archeologist|ark of the covenant|egypt|nazi,8.5
Mr. & Mrs. Smith ,Doug Liman,120000000,3,126,Brad Pitt,Angelina Jolie Pitt,Stephanie March,186336103,Action|Comedy|Crime|Romance|Thriller,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,music school|scholarship|small town|stage fright|three word title,5.9
One for the Money ,Julie Anne Robinson,40000000,3,91,Fisher Stevens,Debbie Reynolds,Patrick Fischler,26404753,Action|Comedy|Crime|Romance|Thriller,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,chameleon|lizard|sheriff|water|western town,7.2
Grosse Pointe Blank ,George Armitage,15000000,4,107,Minnie Driver,Michael Cudlitz,Mitchell Ryan,28014536,Action|Comedy|Crime|Romance|Thriller,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,american football|based on true story|head coach|high school|school,7.8
The Green Hornet ,Michel Gondry,120000000,3,119,Christoph Waltz,Tom Wilkinson,Chad L. Coleman,98780042,Action|Comedy|Crime|Sci-Fi|Thriller,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,heart|italian restaurant|restaurant|transplant|waitress,6.9
The Man Who Knew Too Little ,Jon Amiel,20000000,2,94,Bill Murray,Peter Gallagher,Joanne Whalley,13801755,Action|Comedy|Crime|Thriller,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,attempted murder|based on comic book|escape from prison|lost at sea|wealth,5.2
Blue Streak ,Les Mayfield,65000000,3,93,Peter Greene,Dave Chappelle,Tamala Jones,68208190,Action|Comedy|Crime|Thriller,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,belief|box office hit|children|new york city|tooth,7.3
Double Take ,George Gallo,24000000,3,88,Daniel Roebuck,Eddie Griffin,Garcelle Beauvais,20218,Action|Comedy|Crime|Thriller,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,chase|dead man|jungle|killing a lion|killing a tiger,6.4
Hollywood Homicide ,Ron Shelton,75000000,3,116,Harrison Ford,Bruce Greenwood,Lena Olin,30013346,Action|Comedy|Crime|Thriller,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,actor voicing multiple characters|box office hit|coffee|plate|robot,6.3
RED 2 ,Dean Parisot,84000000,3,116,Bruce Willis,Anthony Hopkins,Garrick Hagon,53215979,Action|Comedy|Crime|Thriller,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,boxing|fight|heavyweight champion|restaurant|retired boxer,7.2
RED ,Robert Schwentke,58000000,3,111,Bruce Willis,Morgan Freeman,Jaqueline Fleming,90356857,Action|Comedy|Crime|Thriller,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,boxer|hometown hero|philadelphia pennsylvania|protective male|training,8.1
Rush Hour 2 ,Brett Ratner,90000000,3,90,Mei Melançon,John Lone,Harris Yulin,226138454,Action|Comedy|Crime|Thriller,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,kid|oxygen|rugrats|trapped underwater|underwater,5.6
Rush Hour 3 ,Brett Ratner,140000000,3,91,Tzi Ma,Dana Ivey,Noémie Lenoir,140080850,Action|Comedy|Crime|Thriller,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,bride|columnist|journalist|maryland|wedding,5.5
3000 Miles to Graceland ,Demian Lichtenstein,42000000,4,125,Jon Lovitz,Bokeem Woodbine,Ice-T,15738632,Action|Comedy|Crime|Thriller,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,ghost|masked villain|monster|museum|tv,4.9
Action Jackson ,Craig R. Baxley,7000000,4,96,Bill Duke,Vanity,Carl Weathers,20257000,Action|Comedy|Crime|Thriller,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,amusement park|island|motorcycle|scooby doo|tough girl,4.9
All About the Benjamins ,Kevin Bray,14000000,4,95,Mike Epps,Roger Guenveur Smith,Gino Salvano,25482931,Action|Comedy|Crime|Thriller,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,africa|eyeglasses|money|texas|veteran,7.6
Bad Boys II ,Michael Bay,130000000,4,147,Will Smith,Henry Rollins,Jordi Mollà,138396624,Action|Comedy|Crime|Thriller,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,eccentric|horse racing|newspaper clipping|stallion|triple crown,7.2
Beverly Hills Cop II ,Tony Scott,28000000,4,100,Dean Stockwell,Judge Reinhold,Ronny Cox,153665036,Action|Comedy|Crime|Thriller,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,boy|fbi|mailman|van|witness protection,5.4
Beverly Hills Cop III ,John Landis,55000000,4,104,Louis Lombardi,Jon Tenney,Gilbert R. Hill,42610000,Action|Comedy|Crime|Thriller,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,latin music|marriage|on tour|singer|tejano,6.7
Midnight Run ,Martin Brest,30000000,4,126,Robert De Niro,Yaphet Kotto,Philip Baker Hall,38413606,Action|Comedy|Crime|Thriller,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1810s|female protagonist|horseback riding|inheritance|three word title,7.7
Money Talks ,Brett Ratner,25000000,4,97,Heather Locklear,Paul Sorvino,Faizon Love,41067398,Action|Comedy|Crime|Thriller,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,greenland|military|revenge|soldier|u.s. soldier,5.7
Showdown in Little Tokyo ,Mark L. Lester,8000000,4,79,Cary-Hiroyuki Tagawa,Tia Carrere,Vernee Watson,2275557,Action|Comedy|Crime|Thriller,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,anchor|fish|mobster|shark|vegetarian,6
Tango & Cash ,Andrey Konchalovskiy,55000000,4,97,Sylvester Stallone,Jack Palance,Brion James,63408614,Action|Comedy|Crime|Thriller,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,boy|family relationships|rock|twin|two headed person,4.9
The Big Hit ,Kirk Wong,13000000,4,91,Bokeem Woodbine,Elliott Gould,Antonio Sabato Jr.,27052167,Action|Comedy|Crime|Thriller,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,drag queen|physical appearance|princess|queen|sequel,7.2
Jackass 3D ,Jeff Tremaine,20000000,4,101,Bam Margera,Steve-O,Chris Pontius,117224271,Action|Comedy|Documentary,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,alternate world|fairy tale parody|female warrior|ogre|true love,6.4
The Last Dragon ,Michael Schultz,10000000,3,109,Mike Starr,Vanity,Keshia Knight Pulliam,33000000,Action|Comedy|Drama|Music,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,disney spoof|fairy tale|prince|princess|tough guy,6.1
Salvation Boulevard ,George Ratliff,9000000,4,96,Jim Gaffigan,Cree Kelly,Mike Eshaq,27445,Action|Comedy|Drama|Thriller,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,donkey|fairy tale|ogre|princess|swamp,7.9
3 Ninjas Kick Back ,Charles T. Kanganis,20000000,2,93,Victor Wong,Dustin Nguyen,Don Stark,11784000,Action|Comedy|Family,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,boy|christmas|christmas pageant|friendship|illegitimate son,6.9
The Spy Next Door ,Brian Levant,28000000,2,94,Madeline Carroll,Amber Valletta,George Lopez,24268828,Action|Comedy|Family,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,book|framed|goddess|prince|sinbad,6.7
Cats & Dogs: The Revenge of Kitty Galore ,Brad Peyton,85000000,2,82,Jack McBrayer,Sean Hayes,Katt Williams,43575716,Action|Comedy|Family|Fantasy,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,captain|pilot|reporter|robot|scientist,6.1
Cats & Dogs ,Lawrence Guterman,60000000,2,87,Carol Ann Susi,Elizabeth Perkins,Miriam Margolyes,93375151,Action|Comedy|Family|Fantasy,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,coming of age|friend|high school|sidekick|superpower,6.2
Bulletproof Monk ,Paul Hunter,52000000,3,104,Jaime King,Mako,Victoria Smurfit,23020488,Action|Comedy|Fantasy,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,best friend|party|rival|scavenger hunt|sleepover,5.3
R.I.P.D. ,Robert Schwentke,130000000,3,96,Ryan Reynolds,Jeff Bridges,Stephanie Szostak,33592415,Action|Comedy|Fantasy,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,apartment building|crook|new york city|three word title|written and directed by cast member,6.7
Scott Pilgrim vs. the World ,Edgar Wright,60000000,3,112,Anna Kendrick,Kieran Culkin,Ellen Wong,31494270,Action|Comedy|Fantasy|Romance,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,meteorologist|snow|snowed in|snowplow|weather,4.9
Ghostbusters ,Paul Feig,144000000,3,116,Ed Begley Jr.,Kate McKinnon,Zach Woods,118099659,Action|Comedy|Fantasy|Sci-Fi,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,baby|cartoon on tv|cartoonist|dog|mask,2.2
Mystery Men ,Kinka Usher,65000000,3,121,Janeane Garofalo,Wes Studi,Eddie Izzard,29655590,Action|Comedy|Fantasy|Sci-Fi,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,christian|christian film|shark|surfer|surfing,7.1
The Specials ,Craig Mazin,1000000,4,82,Judy Greer,James Gunn,Jamie Kennedy,12996,Action|Comedy|Fantasy|Sci-Fi,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,alien|basketball|basketball game|cult film|monstars,6.3
Eight Legged Freaks ,Ellory Elkayem,30000000,3,99,Scarlett Johansson,Doug E. Doug,Riley Smith,17266505,Action|Comedy|Horror,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,parody|planet enclosed within shield|sci fi spoof|self referential|winnebago,7.1
Lake Placid ,Steve Miner,27000000,4,82,Oliver Platt,Bridget Fonda,Ty Olsson,31768374,Action|Comedy|Horror,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,alien|halloween|killer robot|outer space|wrestler costume,5.3
The Toxic Avenger Part II ,Michael Herz,2300000,4,96,Phoebe Legere,Jessica Dublin,Lisa Gaye,792966,Action|Comedy|Horror|Sci-Fi,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,based on anime|based on cartoon|gadget car|racer|speed,6.1
Dance Flick ,Damien Dante Wayans,25000000,3,88,Damon Wayans Jr.,Essence Atkins,Chris Elliott,25615792,Action|Comedy|Music,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,bat|curse|egyptologist|mummy|murder,5.2
D.E.B.S. ,Angela Robinson,3500000,3,91,Jordana Brewster,Geoff Stults,Scoot McNairy,96793,Action|Comedy|Romance,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,cmnf|cmnf scene|mermaid|new york city|public nudity,6.2
Knight and Day ,James Mangold,117000000,3,117,Tom Cruise,Marc Blucas,Jordi Mollà,76418654,Action|Comedy|Romance,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,island|mad scientist|scientist|sequel|spy,5.1
The Bounty Hunter ,Andy Tennant,40000000,3,110,Gerard Butler,Dorian Missick,Peter Greene,67061228,Action|Comedy|Romance,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,mission|spy|surfing|trapped|virtual reality,4.1
This Means War ,McG,65000000,3,103,Tom Hardy,Abigail Spencer,Warren Christie,54758461,Action|Comedy|Romance,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010s|3 dimensional|breath holding contest|child spy|spy,3.6
Hit and Run ,David Palmer,2000000,4,100,Bradley Cooper,Tom Arnold,Beau Bridges,13746550,Action|Comedy|Romance,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,brother sister relationship|espionage|rescue|secret agent|spy,5.4
MacGruber ,Jorma Taccone,10000000,4,95,Jasper Cole,Will Forte,Powers Boothe,8460995,Action|Comedy|Romance,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,jamming communications|planet|space station|taunt|trap,7.7
Killers ,Robert Luketic,75000000,3,100,Tom Selleck,Lisa Ann Walter,Catherine O'Hara,47000485,Action|Comedy|Romance|Thriller,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,dying planet|planet|regaining one's memory|sacrifice|stabbed to death,6.6
Mars Attacks! ,Tim Burton,70000000,3,106,Natalie Portman,Martin Short,Lukas Haas,37754208,Action|Comedy|Sci-Fi,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,alien probe|humpback whales|probe|time travel|whale,7.3
The Adventures of Pluto Nash ,Ron Underwood,100000000,3,95,Rosario Dawson,Randy Quaid,Burt Young,4411102,Action|Comedy|Sci-Fi,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,captain|half brother|klingon|planet|vulcan,5.4
The Tuxedo ,Kevin Donovan,60000000,3,98,Romany Malco,Debi Mazar,Ritchie Coster,50189179,Action|Comedy|Sci-Fi,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,captain|explosion|klingon|moon|peace,7.2
Tank Girl ,Rachel Talalay,25000000,4,104,Naomi Watts,Lori Petty,Jeff Kober,4064333,Action|Comedy|Sci-Fi,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23rd century|bare chested male bondage|enterprise the starship|rescue|sacrifice,6.6
The Watch ,Akiva Schaffer,68000000,4,102,Will Forte,Nicholas Braun,Rosemarie DeWitt,34350553,Action|Comedy|Sci-Fi,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,alien|captain|commander|conspiracy|planet,6.4
Superhero Movie ,Craig Mazin,35000000,3,82,Drake Bell,Tracy Morgan,Marion Ross,25871834,Action|Comedy|Sci-Fi|Thriller,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,alien|space|space station|spacecraft|warp speed,6.4
Wild Wild West ,Barry Sonnenfeld,170000000,3,106,Will Smith,Salma Hayek,Bai Ling,113745408,Action|Comedy|Sci-Fi|Western,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,alien|character says i have a bad feeling about this|hand to hand combat|seven word title|wilhelm scream,6.5
Here Comes the Boom ,Frank Coraci,42000000,2,105,Salma Hayek,Reggie Lee,Charice,45290318,Action|Comedy|Sport,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,martial arts|murdered before giving protagonist information|part computer animation|prequel|prequel to cult film,6.7
Talladega Nights: The Ballad of Ricky Bobby ,Adam McKay,73000000,3,122,Will Ferrell,Leslie Bibb,Gary Cole,148213377,Action|Comedy|Sport,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,death star|empire|galactic war|princess|rebellion,8.7
True Lies ,James Cameron,115000000,4,141,Jamie Lee Curtis,Tia Carrere,Tom Arnold,146282411,Action|Comedy|Thriller,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,duel|famous twist|rebel|rescue|snowy landscape,8.8
"War, Inc. ",Joshua Seftel,10000000,4,107,Bashar Rahal,Sergej Trifunovic,Ned Bellamy,578527,Action|Comedy|Thriller,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,death star|emperor|empire|princess|rebel,8.4
Stripes ,Ivan Reitman,10000000,4,117,Bill Murray,Harold Ramis,Judge Reinhold,85300000,Action|Comedy|War,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,catholic|catholicism|rabbi|school|summer,6.5
Walking Tall ,Kevin Bray,56000000,3,86,Dwayne Johnson,Ashley Scott,Michael Bowen,45860039,Action|Crime,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,anthropomorphic mouse|falcon|marshmallow|second part|soccer,5.4
Double Impact ,Sheldon Lettich,15000000,4,110,Bolo Yeung,Alonna Shaw,Kamel Krifa,30102717,Action|Crime,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,experiment|fast food|food industry|meal|overeating,7.3
Mercy Streets ,Jon Gunn,600000,3,106,Stacy Keach,David A.R. White,Cynthia Watros,171988,Action|Crime|Drama,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,alien invasion|based on comic book|flying superhero|phantom zone|revenge,6.8
Deuces Wild ,Scott Kalvert,10000000,4,96,Norman Reedus,James Franco,Frankie Muniz,6044618,Action|Crime|Drama,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1970s|clark kent|planet|superhero|year 1978,7.3
The Newton Boys ,Richard Linklater,27000000,3,123,Matthew McConaughey,Lew Temple,Dwight Yoakam,10297897,Action|Crime|Drama|History|Western,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,chicken|competition|island|penguin|surfing,6.8
The Losers ,Sylvain White,25000000,3,97,Chris Evans,Jason Patric,Óscar Jaenada,23527955,Action|Crime|Drama|Mystery|Thriller,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,17th century|based on fairy tale|disney|flower|tower,7.8
The Net ,Irwin Winkler,22000000,3,114,Ken Howard,Jeremy Northam,Ray McKinnon,50728000,Action|Crime|Drama|Mystery|Thriller,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,dog|florida|mad scientist|school|teacher,5.8
Blackhat ,Michael Mann,70000000,4,133,Chris Hemsworth,Archie Kao,Brandon Molale,7097125,Action|Crime|Drama|Mystery|Thriller,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,falling in love|glowing eyes|insult|teenager|three word title,3.2
Blood Work ,Clint Eastwood,50000000,4,110,Clint Eastwood,Anjelica Huston,Rick Hoffman,26199517,Action|Crime|Drama|Mystery|Thriller,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,chop socky|mutant|ninja|shredder|turtle,6
Breakdown ,Jonathan Mostow,36000000,4,93,Kathleen Quinlan,M.C. Gainey,J.T. Walsh,50129186,Action|Crime|Drama|Mystery|Thriller,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,battle|japan|magic|samurai|turtle,4.8
