budget,content_rating,duration,gross
20000000,2,118,2246000
17000000,2,129,44469602
25000000,2,124,36447959
35000000,2,109,52277485
30000000,2,120,115648585
6000000,2,90,399611
40000000,2,130,9589875
40000000,3,128,95001343
88000000,3,144,61644321
9000000,3,95,2955039
25000000,3,107,11008432
50000000,3,133,75605492
29000000,3,129,255950375
25000000,3,117,777423
107000000,4,165,58183966
18000000,4,121,45250
25000000,4,116,93571803
38000000,4,146,50668906
65000000,3,137,115603980
55000000,3,134,107100855
22000000,3,108,9528092
3500000,4,107,5354039
28000000,4,128,3254172
68000000,4,157,28965197
14000000,4,145,70001698
500000,6,84,52850
600000,6,93,35688
3500000,2,88,83400000
79000000,2,91,74158157
5000000,2,98,10429707
400000,2,92,44540956
16000000,2,88,14792779
39000000,2,93,30400000
41000000,2,100,7204138
26000000,2,103,105444419
20000000,2,98,8500000
2800000,2,106,86300000
12000000,3,78,72217000
50000000,3,143,2175312
26000000,3,98,84136909
8500000,3,96,21564616
6000000,3,90,18621249
55000000,3,85,66365290
33000000,3,105,132541238
10000000,3,95,306715
60000000,3,113,109176215
17000000,3,98,22734486
25000000,3,88,14174654
16000000,3,113,127175354
35000000,3,109,86208010
19000000,3,85,26096584
40000000,3,89,9652000
40000000,3,99,12181484
12000000,3,86,5542025
80000000,3,101,133668525
80000000,3,102,162001186
35200000,3,95,37788228
8000000,3,89,4692814
35000000,3,90,63826569
12000000,3,97,31179516
45000000,3,95,89808372
17000000,3,107,26284475
17000000,3,97,86049418
55000000,3,108,166225040
30000000,3,86,38232624
8000000,3,79,4350774
3000000,3,99,7059537
48000000,3,84,110000082
45000000,3,89,90703745
20000000,3,88,32014289
20000000,3,108,17803796
55000000,3,118,33828318
8500000,3,101,34017854
30000000,3,100,22525921
58000000,3,125,44665963
500000,3,91,12055
15000000,3,97,11614236
13000000,3,92,28972187
40000000,3,90,28535768
20000000,3,82,36658108
50000000,3,102,28837115
13000000,4,93,25675765
6000000,4,82,9821335
30000000,4,108,145096820
11000000,4,95,101736215
50000000,4,113,56724080
10000000,4,86,15447
14000000,4,103,75078
3000000,4,109,141600000
15000000,4,102,101978840
20000000,4,100,55461307
20000000,4,97,100292856
17500000,4,110,19179969
20000000,4,97,8586376
18000000,4,82,128505958
42000000,4,81,59992760
12000000,4,110,175370
10000000,4,97,2331318
5000000,4,97,24138847
230000,4,102,3151130
6500000,4,94,4693919
6900000,4,102,7993039
14000000,4,96,15062898
9000000,4,87,8579684
20000000,4,96,10569071
22000000,4,83,22264487
11500000,4,109,35537564
25000000,4,93,17718223
5000000,4,92,11675178
7000000,4,92,14891000
850000,4,88,1243961
15000000,4,87,14249005
650000,4,84,2301777
100000,4,81,5228617
3500000,4,93,10305534
22000000,4,107,12784713
22000000,4,104,30059386
930000,4,100,20186
17000000,4,104,82389560
4000000,4,94,2800000
51000000,4,116,90567722
6000000,4,94,8828771
35000000,4,92,55291815
18000000,4,97,150056505
9500000,4,98,57176582
16000000,4,99,37882551
10000000,4,89,10824921
24000000,4,88,74608545
4500000,4,96,81200000
15600000,4,94,68525609
45000000,4,83,71277420
40000000,4,94,38543473
12000000,4,93,10198766
16000000,4,92,13922211
65000000,4,106,100468793
20000000,4,119,121463226
6000000,4,85,36497
20000000,4,100,84518155
68000000,4,125,81257500
70000000,4,116,36931089
35000000,4,89,21784432
29000000,4,99,63034755
10000000,4,93,900926
95000000,4,85,86897182
7000000,4,108,453079
60000,4,82,40557
80000000,4,102,254455986
35000000,4,108,277313371
1000000,4,87,19539
44000000,4,112,6105175
11000000,4,84,13592872
3400000,4,86,535249
4000000,4,93,10097096
35000000,4,134,67523385
3000000,4,93,200803
11000000,4,95,13558739
35000000,4,91,10214013
4000000,4,84,2892582
3000000,4,94,16101109
18000000,2,91,16702864
6200000,2,83,126247
18000000,2,94,17071230
15000000,2,107,111936400
17000000,3,68,53868030
40000000,3,99,70163652
11000000,3,86,23978402
100000000,3,90,110332737
15000000,3,95,4006906
64000000,3,98,58255287
16000000,3,86,34308901
30000000,3,83,51109400
10000000,3,81,6982680
60000000,3,101,88200225
25000000,3,85,13973532
25000000,3,85,13973532
50000000,3,88,6471394
23000000,3,88,13019253
23000000,3,85,86930411
20000000,3,106,10555348
45000000,3,94,32095318
37000000,3,109,69148997
7500000,3,97,4131640
3000000,4,95,3559990
60000000,4,96,32122249
30000000,4,103,106694016
20000000,4,98,13383737
40000000,4,107,90353764
6500000,4,102,16842303
8000000,4,82,17278980
42000000,4,116,54414716
35000000,4,106,117528646
35000000,4,120,134455175
11000000,4,120,52929168
12000000,4,93,54724272
10000000,4,84,20339754
1000000,4,88,21210
15000000,4,117,17439163
24000000,4,98,57262492
12000000,4,86,333976
37000000,4,118,150368971
5500000,2,129,159600000
5000000,3,99,9203192
15000000,3,111,1954202
20000000,3,114,65623128
18000000,4,98,60057639
7000000,4,91,1040879
7000000,4,103,17474107
13000000,4,91,2104000
15000000,4,112,4485485
18000000,4,86,23993605
26000000,4,129,49874933
2000000,4,106,410241
2500000,4,96,322157
20000000,4,106,21200000
200000,6,88,59379
20000000,4,148,8093318
5000000,4,116,1980338
80000000,3,123,41523271
1500000,4,110,2365931
50100000,4,105,53846915
8000000,4,108,34746109
5500000,4,99,56007
2500000,3,89,3325638
20000000,3,107,7564000
5000000,4,95,5308707
6000000,4,95,2025238
40000000,4,117,32800000
21000000,4,108,33313582
10000000,4,96,12570442
12000000,2,91,17292381
500000,2,101,1111615
20000000,2,99,25584685
30000000,2,91,14018364
18000000,2,97,27141959
10000,5,108,180483
53000000,3,118,55808744
20000000,3,108,8054280
45000000,3,113,170684505
8000000,4,109,336456
16000000,3,96,15427192
15000000,4,103,4235837
1200000,4,100,18488314
26000000,3,103,7496522
40000000,2,116,49851591
1700000,3,98,1943649
35000000,3,123,40334024
60000000,3,100,35096190
22000000,3,96,19351569
8000000,4,92,10814185
54000000,4,121,5660084
10000000,4,101,1631839
55000000,3,101,98711404
60000000,3,125,40559930
4000000,4,93,2426851
82000000,3,113,158115031
40000000,3,74,7262288
22000000,3,104,20668843
40000000,3,98,16323969
7000000,4,118,46451
30250000,4,105,72077000
3500000,4,87,3071947
13000000,4,95,7881335
35000000,4,104,39692139
500000,4,93,48430
10000000,4,100,9801782
1500000,3,90,638476
3000000,4,89,2223990
5000000,4,87,64267897
2500000,4,75,32230907
3000000,4,115,38168022
65000,2,100,11529368
3000000,4,100,11694528
2500000,4,101,12995673
9000,6,95,4584
16400000,2,128,95860116
60000000,2,114,12065985
38000000,2,98,22770864
8000000,2,104,10106233
22000000,2,122,54235441
43000000,3,103,37035515
25000000,3,100,52528330
40000000,3,91,18438149
23000000,3,114,18653615
18000000,3,106,64955956
12000000,3,102,75074950
34200000,3,93,163479795
1200000,3,108,594904
5000000,3,110,4040588
81000000,3,101,242589580
6000000,3,104,6670712
14000000,3,115,13640000
12000000,3,93,37188667
26000000,3,105,30659817
40000000,3,102,32853640
55000000,3,122,22362500
55000000,3,142,329691196
6000000,3,96,371081
13000000,3,113,51697449
6600000,3,112,37295394
5000000,3,90,92900
300000,3,80,2360184
3000000,3,90,5844929
40000000,3,128,24332324
5000000,3,92,8786715
13000000,3,102,44134898
50000000,3,124,91030827
21000000,3,120,16284360
70000000,3,111,48430355
40000000,3,95,37101011
35000000,3,121,75274748
10000000,3,91,19348
1500000,3,90,92362
60000000,3,128,77032279
5000000,3,103,21501098
16500000,3,114,26896744
312000,3,102,1281176
5000000,3,150,6157157
15000000,3,113,55184721
7000000,4,106,9190525
30000000,4,125,65010106
19000000,4,81,22245861
10000000,4,89,7764027
37000000,4,96,60338891
20000000,4,101,13650738
1200000,4,85,2199853
12000000,4,113,5032496
3000000,4,92,2926565
250000,4,96,1050600
5000000,4,110,14100000
1000000,4,97,464655
65000000,4,95,100448498
8000000,4,103,14879556
6500000,4,85,70527
5000000,4,97,2711210
2000000,4,84,6026908
20000000,4,85,32983713
3500000,4,97,27900000
75000000,4,153,51814190
20000000,4,113,18882880
7000000,4,111,6200756
12000000,4,108,4903000
70000,4,82,30084
9000000,4,99,4681503
4000000,4,111,228524
10000000,4,83,4244155
3000000,4,97,39852
8000000,4,101,59889948
500000,4,91,154077
7000000,4,110,113709992
2000000,4,91,3885134
28000000,4,112,4554569
28000000,4,107,6998324
5000000,4,90,24809547
12000000,4,122,6754898
9000000,4,93,17096053
3800000,4,85,100669
23000,4,100,1227508
5000000,4,91,5480318
7000000,4,97,1768416
7500000,4,115,43490057
8000000,4,91,12055108
200000,4,96,4505922
6500000,4,92,24792061
10000000,4,98,30306281
17000000,4,123,70492685
9000000,4,120,34074895
6000000,4,106,27457409
6800000,4,108,49526
12000000,4,104,1779284
20000000,4,115,82624961
25000000,4,116,7156933
1500000,4,96,703
5000000,4,96,1474508
3500000,4,106,20803237
4500000,4,104,23031390
21000000,4,110,52353636
1500000,4,88,7362100
500000,4,89,5739376
9000000,4,118,18761993
22000000,4,102,12469811
10500000,4,99,125169
19800000,4,103,34290142
4000000,4,96,1325073
1300000,4,95,695229
1000000,4,84,1950218
15000000,4,97,43022524
800000,4,88,4771000
25000000,4,104,1089365
10000000,4,97,7574066
3500000,4,98,101228
6000000,4,106,3588432
55000000,4,107,19389454
12000000,4,94,16300302
125000,4,90,1573712
1500000,1,87,163245
11000000,2,102,167780960
14000000,2,106,32645546
7500000,2,99,106593296
13000000,2,100,26539321
60000000,2,115,143151473
27000000,2,106,7486906
30000000,2,111,41407470
30000000,2,114,18252684
2500000,3,100,71904
55000000,2,107,16088610
25000000,2,105,51853450
22000000,2,97,144833357
12000000,1,89,27281507
18000000,2,130,114968774
20000000,3,102,64149837
17000000,2,87,37566230
11000000,1,112,90556401
75000000,2,117,118823091
30000000,1,102,79566871
20000000,2,111,5205343
65000000,2,118,85911262
25000000,2,119,39008741
20000000,2,105,35990505
25000000,3,125,219200000
16500000,3,102,59847242
3000000,2,98,24629916
10000000,2,100,50752337
32000000,3,101,60328558
13000000,4,112,22858926
24000000,4,137,41895491
15000000,4,93,20380
70000000,3,107,137340146
20000000,3,102,13214030
18000000,3,103,41382841
48000000,3,104,46611204
40000000,3,114,70836296
38000000,3,113,40137776
60000000,3,125,75764085
20000000,3,110,263365
1000000,4,88,104077
3000000,4,102,1821983
777000,2,112,115000000
26000000,2,149,25809813
10000000,3,105,20338609
10000000,4,135,2185266
900000,4,109,9000000
10000000,4,106,5348317
15000000,4,112,4734235
14800000,4,115,66009973
5000000,4,105,37440
30000000,4,120,7443007
6000000,4,95,3029081
8000000,3,109,27362712
45000000,3,107,60786269
20000000,3,118,56398162
9000000,3,90,31487293
5000000,4,94,19281235
6500000,4,121,14545844
18000000,2,123,22452209
75000000,3,136,38509342
25000000,1,143,5000000
65000,6,98,389804
250000,6,100,902835
2000000,6,101,1984378
14000000,2,90,1752214
30000000,2,105,53021560
15000000,2,124,10763469
28000000,2,104,43097652
24000000,2,115,32662299
500000,2,102,1250798
22000000,2,116,177200000
65000000,2,119,115731542
16000000,3,97,38176108
7500000,3,95,32391374
35000000,3,117,7458269
30000000,3,107,21835784
13000000,3,107,18004225
37000000,3,105,20991497
18000000,3,94,15155772
50000000,3,139,147637474
16000000,3,94,20627372
50000000,3,118,84244877
5500000,3,116,50382128
58000000,3,103,29580087
25000000,3,97,22200000
9000000,3,91,20035310
8000000,3,91,17843379
57000000,3,123,26838389
8000000,3,93,17536788
26000000,3,121,65703412
40000000,3,129,93952276
20000000,3,103,17518220
15000000,3,91,10443316
30000000,3,100,63536011
120000000,3,121,30212620
16000000,3,101,14108518
26000000,3,109,45489752
10000000,3,97,11043445
8000000,3,101,6350058
35000000,3,102,25266129
7500000,3,96,143492840
30000000,3,128,37036404
30000000,3,98,35565975
12000000,3,106,5949693
35000000,3,105,20422207
6000000,3,107,63231524
55000000,3,105,93815117
225000,3,98,2938208
21000000,3,102,15593
40000000,3,107,30993544
25000000,3,105,10070000
50000000,3,119,37486138
50000000,3,106,57887882
35000000,3,112,39026186
80000000,3,128,124590960
80000000,3,131,42044321
150000,3,78,2882062
62000000,3,114,65000000
1000000,3,79,279282
52000000,3,106,118683135
35000000,3,109,124732962
17000000,3,103,6061759
42000000,3,122,41252428
25000000,3,99,14983572
40000000,3,108,163947053
19000000,3,101,27758465
8000000,3,99,127144
13000000,3,117,49121934
18000000,3,113,43601508
2000000,3,108,19067631
35000000,3,114,42168445
40000000,3,110,41102171
15000000,3,94,8735529
15000000,3,120,33771174
20000000,3,121,60072596
6000000,4,101,6851636
8000000,4,100,34963967
17000000,4,98,9430988
3200000,4,105,5776314
18000000,4,119,42335698
40000000,4,117,70100000
30000000,4,108,26525834
12000000,4,97,3950294
250000,4,113,12006514
7000000,4,91,7455447
3000000,4,90,24475193
30000000,4,118,62877175
6500000,4,88,13367101
2500000,4,102,26781723
20000000,4,124,37672350
85000000,4,120,112703470
1000000,4,97,7022940
850000,4,107,819939
12000000,4,100,12902790
30000000,4,112,32357532
250000,4,91,4186931
6000000,4,104,12793213
1000000,4,104,3386698
7000000,4,96,7292175
38000000,4,124,8406264
750000,4,86,4007792
4000000,4,104,4046737
100000000,4,146,95328937
25000000,4,123,100241322
3500000,4,96,9449219
21000000,4,122,132088910
15000000,4,90,4360548
21000000,4,124,3081925
23000000,4,97,6923891
25000,4,98,10246600
25000000,4,110,14589444
250000,4,94,1977544
15000000,4,111,29106737
11000000,4,113,2832826
15000,4,85,192467
4000000,4,110,6525762
2500000,4,95,6851969
50000000,4,95,27067160
6000000,4,99,2077046
6000000,4,106,25047631
9000000,4,103,1530535
16000000,4,89,92823600
22000000,4,98,3247816
18000000,4,90,15281286
35000000,3,112,26494611
30000000,3,104,42071069
15600000,3,91,13571817
58000000,3,114,31199215
30000000,3,104,21800302
34000000,3,108,19693891
50000000,4,139,153620822
25000000,4,117,134904
1000000,4,94,1744858
45000000,4,135,53854588
16000000,4,106,52885587
20000000,3,115,37442180
25000000,4,95,17791031
100000000,2,132,58220776
60000000,2,103,125603360
1000000,4,81,6387
40000000,2,128,107458785
24000000,4,124,8427204
47000000,3,96,60154431
15000000,4,115,183088
28000000,2,81,66950483
40000000,2,94,138614544
60000000,2,99,73701902
6000000,2,89,13235267
60000000,2,92,104148781
22000000,2,94,49002815
21000000,2,99,52691009
15000000,2,94,64001297
35000000,2,92,17596256
18000000,2,103,285761243
35000000,2,100,73023275
60000000,2,94,60573641
50000000,2,87,33643461
24000000,2,93,4308981
35000000,2,88,49474048
25000000,2,105,77264926
40000000,2,95,38087756
16000000,2,80,40363530
50000000,3,96,150315155
60000000,1,104,139225854
28000000,2,89,8119205
30000000,2,110,4357000
50000000,2,100,100328194
72000000,2,87,112950721
175000000,2,96,100289690
28000000,2,96,39514713
123000000,2,110,260031035
55000000,2,94,68218041
25000000,2,97,47124400
40000000,2,89,20916309
84000000,2,94,17010646
45000000,2,91,130512915
60000000,2,104,69688384
50000000,2,98,61112916
71500000,3,85,144156464
90000000,2,88,75817994
26000000,2,97,110222438
6000000,1,139,102300000
12000000,2,104,18595716
80000000,2,99,109993847
33000000,2,97,173381405
35000000,2,96,22913677
26000000,2,93,48114556
30000000,2,99,51432423
35000000,1,88,16988996
52000000,3,108,143704210
40000000,1,113,95149435
37000000,1,111,108244774
20000000,2,95,51431160
22000000,2,77,9694105
5000000,2,95,241437427
16000000,2,85,4356743
25000000,2,100,16247775
20000000,2,105,25677801
80000000,2,102,80360866
18000000,3,94,59573085
60000000,2,90,35231365
45000000,2,95,52580895
80000000,2,90,92969824
65000000,2,94,36830057
22000000,2,110,90636983
15000000,2,92,73326666
3000000,2,95,7888703
12000000,3,83,7001720
30000000,3,87,64172251
80000000,3,90,39442871
38000000,3,99,113502246
4000000,4,86,17314483
2500000,4,86,40041683
4000000,4,110,4301331
12000000,4,93,31155435
1500000,4,84,173066
50000000,4,112,218628680
52000000,4,118,37035845
32000000,4,107,101470202
11000000,2,106,148170000
100000000,3,113,79711678
55000000,3,104,58422650
50000000,3,106,41482207
15000000,3,98,42592530
13000000,4,88,11501093
16000000,4,107,16204793
20000000,4,100,19900000
31000000,3,103,53133888
3500000,4,85,14000000
3600000,4,37,5923044
8500000,4,93,34872293
20000000,4,92,4002955
2000000,6,106,2436
14600000,2,101,70906973
8000000,2,111,69800000
37000000,3,98,56044241
48000000,3,93,37879996
58000000,3,95,48291624
28000000,3,103,17324744
48000000,3,123,47095453
45000000,3,86,181395380
10000000,3,95,7563670
18500000,3,100,18439082
70000000,3,127,182805123
8000000,4,92,5018450
900000,4,101,6643
500000,6,87,1332
35000000,3,99,19294901
30000000,4,106,18298649
24000000,4,88,25003072
4700000,4,101,8025872
500000,6,103,23000
25000000,3,102,38747385
16000000,3,92,2964
35000000,3,98,66359959
40000,2,90,110536
11000000,3,96,16667084
8550000,4,119,4992159
15000000,4,94,30259652
6000000,4,98,11797927
19000000,3,107,7156725
25000000,3,118,30920167
29000000,3,115,183436380
35000000,3,108,81257845
15000000,3,102,6409206
20000000,3,94,121697350
15000000,4,95,4193025
1200000,4,88,58936
9000000,4,92,4881867
20000000,4,80,1646664
35000000,4,120,18317151
2883848,6,120,25000000
17000000,3,82,30324946
17000000,3,112,64998368
45000000,3,134,19377727
35000000,4,114,69700000
439000,6,89,2300000
12000000,2,90,4922166
20000000,4,101,9714482
13000000,3,83,46729374
14000000,3,86,10397365
4000000,2,93,39200000
30000000,2,89,58715510
19000000,2,100,12561
8000000,2,97,16699684
70000000,2,116,152149590
10000000,2,89,8070311
30000000,3,111,76806312
75000000,3,99,120776832
20000000,3,101,15408822
30000000,3,96,14208384
15000000,3,99,33860010
42000000,3,90,87856565
48000000,3,102,93607673
30000000,3,99,60269340
40000000,3,117,46280507
10000000,3,93,5561
10000000,3,100,25339117
23000000,3,101,12189514
23000000,3,101,12189514
12000000,3,97,56631572
20000000,3,85,48546578
8000000,3,92,58401464
12000000,3,103,28435406
50000000,3,95,88658172
22000000,3,87,11560259
35000000,3,105,67962333
70000000,3,118,177575142
16000000,3,112,4839383
50000000,3,116,105807520
24000000,3,89,9639242
80000000,3,117,103028109
18000000,3,95,56127162
4000000,3,89,15655665
28000000,3,105,63910583
18000000,3,96,95001351
35000000,3,91,43792641
40000000,3,103,14448589
100000000,3,98,148383780
20000000,3,98,15464026
40000000,3,101,46012734
80000000,3,106,279167575
50000000,3,96,126203320
30000000,3,98,43894863
46000000,3,105,126805112
14000000,3,90,15549702
17000000,3,98,8662318
56000000,3,113,54540525
14000000,3,103,20246959
15000000,3,95,9123834
15000000,3,88,6373693
28000000,3,82,49968653
10000000,3,95,63319509
20000000,3,105,33687630
23000000,3,97,27338033
14000000,3,81,30628981
38000000,3,108,127214072
16500000,3,108,11702090
35000000,3,104,37481242
85000000,3,138,63224849
25000000,3,97,48237389
40000000,3,109,83906114
15000000,3,90,31585300
24000000,3,106,65182182
12000000,3,122,91547205
60000000,3,101,93307796
52000000,3,125,110476776
26000000,3,110,14469428
35000000,3,101,80276912
15000000,3,92,5306447
24000000,3,95,16964743
70000000,3,104,97680195
54000000,3,110,75604320
17000000,4,96,37939782
12500000,4,100,48637684
55000000,4,74,104354205
18000000,4,108,3203044
3000000,4,87,418268
1500000,4,105,3123749
32500000,4,131,169076745
17000000,4,88,65535067
35000000,4,109,55802754
2000000,4,101,2506446
32000000,4,102,17797316
25000000,4,101,35000629
36000000,4,111,45045037
38000000,4,110,46813366
40000000,4,105,71347010
1500000,4,80,194568
3500000,4,101,220234
500000,4,100,31937
30000000,4,133,148734225
1000000,4,100,428535
6000000,4,123,2122561
6000000,4,90,4542775
40000000,4,112,19151864
500000,4,98,295468
25000000,4,108,70625986
14000000,4,125,178406268
25000000,4,95,5516708
175000,4,88,7137502
20000000,4,104,31584722
40000,4,90,277233
8000000,4,94,26049082
26000000,4,133,109243478
65000000,4,99,59617068
30000000,4,131,28644770
8000000,4,90,100503
5000000,4,96,9658370
43000000,4,90,24430272
5250000,4,96,766487
1500000,4,104,3447339
38000000,4,96,88915214
23000000,4,107,176483808
17000000,4,112,16684352
12000000,4,102,25277561
6000000,4,90,22235901
20000000,4,117,13987482
3000000,4,82,4142507
13000000,4,84,8026971
24000000,4,101,31452765
45000000,3,117,20101861
20000000,3,105,13854000
30000000,3,95,22526144
65000000,3,109,123307945
54000000,3,95,128769345
40000000,3,99,14358033
35000000,3,105,13101142
33000000,3,75,57651794
62000000,3,87,32178777
850000,4,88,442638
1000000,5,92,582024
22000000,3,84,55762229
14000000,4,99,12282677
36000000,4,101,50213619
50000000,4,87,6291602
90000000,3,93,59475623
61000000,3,93,118153533
10000000,3,98,68353550
20000000,3,92,114324072
40000000,3,113,29802761
12000000,3,92,38624000
27000000,3,117,24944213
11000000,3,89,13903262
24000000,3,107,12372410
50000000,3,118,44737059
20000000,3,90,161487252
7000000,3,93,5694308
2800000,4,86,475000
6000000,4,98,39800000
11000000,4,107,49797148
55000000,4,99,33472850
10000000,4,109,69800000
25000000,4,94,32416109
40000000,4,136,42615685
2600000,4,93,119500000
6000000,4,84,5895238
200000,3,106,1111
1000000,4,53,274661
700000,5,97,1141829
10000000,3,114,25600000
7500000,4,101,6712241
40000000,4,138,150117807
7000000,4,102,15047419
20000000,4,122,1697956
35000000,4,330,4496583
6000000,4,112,57504069
8000000,4,99,398420
15000000,4,100,35054909
1000000,4,97,2508841
100000000,4,216,77679638
1700000,4,138,35918429
5000000,4,103,1100000
500000,4,90,603943
2100000,4,125,3330
8000000,4,178,107930000
1900000,4,99,4600000
12000000,4,121,22905674
25000000,4,142,44700000
5000000,4,94,14123773
450000,4,91,2712293
12500000,4,99,1227324
13000000,4,220,57300000
54000000,4,170,66676062
6000000,4,175,134821952
50000000,4,141,47105085
25000000,4,142,28341469
7000000,4,115,529766
15000000,4,126,43848100
60000000,4,189,136801374
3200000,4,101,8243880
2300000,6,92,7927
25000000,3,122,11538204
65000000,4,162,33048353
3000000,4,109,4109095
40000000,4,107,29374178
15000000,4,111,1294640
1300000,4,102,354704
19000000,4,138,130727000
8000000,4,116,22201636
58000000,4,123,25900000
12000000,3,104,65269010
15000000,4,121,12549485
6000000,6,152,43650000
1000000,3,119,798341
12500000,4,100,10725228
22000000,4,100,121972
31000000,3,118,44983704
42000000,3,115,41543207
45000000,3,119,92115211
30000000,3,106,17951431
45000000,3,141,100768056
40000000,3,90,72266306
30000000,4,108,16930884
28000000,4,114,25977365
55000000,4,141,35707327
60000000,4,108,22433915
20000000,4,123,32051917
50000000,4,113,54997476
38000000,4,118,17305211
61000000,4,149,167735396
45000000,4,129,88504640
27000000,4,115,60491560
35000000,4,138,64604977
25000000,4,119,49024969
30000000,4,155,25078937
25000000,4,138,90135191
7500000,4,105,10460089
46000000,4,153,60962878
33000000,4,127,100125340
19000000,4,113,58571513
27000000,4,99,8712564
48000000,4,118,66488090
90000000,4,158,102515793
9000000,4,89,3193102
45000000,4,124,19719930
18000000,4,103,676698
6000000,4,106,23272306
20000000,4,115,29753944
5000000,4,104,1056102
44000000,4,187,54116191
910000,6,108,9600000
12000000,3,91,1506998
250000,4,98,3799339
500000,4,86,334041
35000000,3,133,21129348
16000000,4,130,28734552
4500000,4,109,3798532
15000000,4,118,9059588
11000000,4,98,1987762
500000,4,112,32645
48000000,4,123,37339525
50000000,4,114,40905277
22000000,4,142,19283782
24000000,4,115,882710
12000000,4,112,65500000
30000000,3,125,38432823
1000000,6,78,10018
35000000,3,123,81159365
2000000,3,97,2557668
38000000,3,115,39177215
36000000,3,116,71026631
22000000,3,110,39263506
50000000,3,115,10556196
40000000,3,135,45856732
8000000,4,107,53481
32000000,4,96,31493782
40000000,4,149,108706165
5000000,4,97,326308
60000000,4,104,74058698
21500000,4,117,24362501
22000000,4,101,1075288
1066167,4,90,258113
8000000,4,120,16938179
35000000,4,109,19692608
17000000,4,132,27154426
10000000,4,114,447750
17500000,4,116,325491
500000,4,91,243347
65000000,4,120,100003492
10000000,4,120,44886089
12000000,4,95,65804
7000000,4,109,40983001
20000000,4,101,53146000
11000000,4,100,13103828
950000,4,104,1007962
7000000,4,95,14003141
50000000,4,107,9795017
50000000,4,118,73343413
50000000,4,122,24127895
3500000,4,97,27900000
27000000,4,98,41008532
8500000,4,117,32279955
25000000,4,122,74273505
22000000,4,116,11326836
48000000,4,112,95308367
30000000,4,130,15709385
12000000,4,91,21370057
1200000,4,99,2812029
80000000,4,117,104054514
45000000,4,141,47307550
30000000,4,106,32154410
30000000,4,106,32154410
44000000,4,147,53300852
500000,4,97,15180000
20000000,4,105,35596227
25000000,4,138,16969390
90000000,4,151,132373442
25000000,4,111,33631221
25000000,4,111,33631221
13000000,4,109,214966
50000000,4,130,19593740
40000000,4,118,57981889
15000000,4,140,21383298
68000000,4,124,71069884
15000000,4,90,28870
40000000,4,139,81292135
37000000,4,150,92173235
25000000,4,119,76270454
48000000,4,190,124107476
45000000,4,122,76261036
9500000,4,106,58214
35000000,4,101,28687835
21000000,4,117,28563179
19000000,4,108,25753840
7000000,4,109,16901126
5000000,4,95,3219029
27000000,4,101,4476235
33000000,4,97,28927720
8000000,4,95,108662
15000000,4,114,32721635
53000000,3,89,45207112
75000000,3,125,117698894
8600000,4,84,14373825
70000000,4,105,116735231
25000000,4,96,17114882
50000000,4,115,31874869
69000000,4,98,55585389
37000000,4,118,6482195
4000000,4,81,7825820
26000000,4,110,16005978
48000000,4,113,69304264
50000000,3,105,48745150
13200000,3,84,52543632
85000000,3,116,183405771
85000000,3,122,117144465
110000000,3,125,125531634
35000000,4,128,79100000
15000000,4,97,12212417
12000000,4,154,39647595
15000000,4,97,14938570
13000000,4,81,46563158
80000000,4,139,136448821
30000000,4,88,19316646
6800000,4,101,10696
40000000,4,147,74098862
13000000,4,94,51872378
5000000,4,90,65087
225000,6,86,111300
2500000,6,112,173783
500000,6,93,906666
200000,6,85,381225
160000,6,93,155984
2500000,2,87,33349949
400000,2,92,425899
1100,2,90,85222
375000,2,86,617172
1000000,2,92,1677838
3000000,3,93,100675
2500000,4,80,99851
160000,4,91,6706368
8000000,4,96,3713002
9000000,3,123,24530513
700000,3,170,7830611
6000000,4,122,119078393
200000,3,86,215185
600000,4,215,13300000
13000000,1,115,73000942
9000000,2,84,11860839
12000000,2,93,25240988
10000000,2,106,28873374
60000000,2,111,71844424
1000000,3,91,4946250
4000000,3,102,2601847
500000,6,89,133778
1750211,4,88,1523883
10000000,6,93,365734
42000,6,90,241816
300000,6,76,255352
31000000,2,106,11854694
5000000,2,120,20773070
13000000,2,109,61693523
9000000,2,97,883887
1500000,2,91,119841
1300000,2,105,609042
20000000,3,128,15797907
5000000,3,121,4700361
60000000,3,115,56702901
30000000,3,108,8535575
9000000,3,121,21569041
18000000,3,98,33404871
2000000,3,129,34522221
27000000,3,116,69586544
2300000,3,120,12985267
43000000,3,136,51768623
22000000,3,132,40270895
18000000,3,111,13362308
23000000,3,98,12782508
65000000,3,117,63695760
10000000,3,130,21589307
30000000,3,109,49185998
700000,3,107,10508
40000000,3,123,33508922
26000000,3,125,77324422
5000000,3,91,2221809
35000000,3,114,4651977
5000000,3,101,18656400
5000000,3,134,20733485
21000000,3,91,958319
15000000,3,154,94175854
40000000,3,106,13376506
12500000,3,109,14060950
200000,3,101,2428241
25000000,3,146,169705587
2200000,3,117,379643
11000000,3,110,37766350
18500000,3,111,6462576
1000000,3,120,3773863
23000000,3,141,16123851
70000000,3,136,52474616
16000000,3,109,16346122
30000000,4,120,499263
12000000,4,111,14616
20000000,4,124,16248701
15000000,4,108,13060843
14000000,4,107,4741987
15000000,4,122,130058047
25000000,4,145,13038660
25000000,4,121,37738400
1000000,4,88,464126
15000000,4,155,26384919
4000000,4,165,25359200
25000000,4,107,16118077
600000,4,90,13493
1900000,4,89,444044
32000000,4,132,2899970
2000000,4,90,99147
6500000,4,120,27545445
