budget,content_rating,duration,Action Related,Adventure Genre,Animation Genre,Biography Genre,Comedy Genre,Crime Genre,Documentary Genre,Drama Genre,Family Genre,Fantasy Genre,Horror Genre,Musical Genre,Mystery Genre,Romance Genre,Sci-Fi Genre,Sport Genre,Thriller Genre,War Genre,Western Genre,gross
105000000,4,129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,54700065
5600000,3,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7009668
50000000,3,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,47553512
20000000,3,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3749061
250000000,3,164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,448130642
100000000,3,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,81557479
92000000,4,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,67344392
55000000,4,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9483821
70000000,4,124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,117541000
28000000,4,131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,81350242
5000000,4,103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27285953
70000000,4,119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,98895417
45000000,4,117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,83287363
17000000,4,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30050028
45000000,4,103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2154540
50000000,4,124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41256277
70000000,4,116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40932372
71000000,4,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11466088
60000000,4,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50024083
35000000,3,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13264986
2000000,3,120,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1098224
175000000,4,196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133228348
70000000,2,99,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,101217900
75000000,3,87,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183132370
12000000,3,81,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,63071133
40000000,2,87,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,20999103
150000000,2,96,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,114053579
175000000,2,95,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,356454367
40000000,1,86,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,22717758
60000000,2,85,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,26288320
80000000,2,85,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,145771527
14000000,1,82,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,25571351
24000000,1,83,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,100491683
50000000,1,78,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,58336565
94000000,1,100,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,380838870
99000000,1,88,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,130174897
15000000,1,85,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12701880
105000000,2,83,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90646554
150000000,2,91,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,126597121
55000000,2,91,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55747724
3000000,2,76,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13684949
95000000,2,88,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,161317423
59000000,2,103,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,176387405
145000000,2,93,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,216366733
75000000,2,86,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,193136719
85000000,2,83,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,84303558
80000000,2,83,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,155019340
132000000,2,92,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,83348920
75000000,2,90,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,160762022
175000000,2,96,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,292979556
80000000,2,80,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100169068
120000000,1,95,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,162792677
20000000,1,77,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7382993
200000000,1,104,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,268488329
115000000,1,92,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,289907418
100000000,1,78,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,89296573
90000000,1,82,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,245823397
200000000,1,103,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,414984497
30000000,1,74,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,191796233
185000000,2,93,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,237282182
47000000,2,75,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,15519841
63000000,2,95,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,108012170
60000000,2,92,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,55994557
165000000,2,93,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,238371987
160000000,2,93,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,320706665
60000000,2,90,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,267652016
120000000,2,77,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,64736114
76000000,2,92,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,26000610
50000000,2,88,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,28133159
60000000,2,96,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,50807639
135000000,2,98,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,187165546
105000000,2,105,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,71017784
110000000,2,103,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,142614158
74000000,2,92,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,162495848
30000000,2,87,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,85416609
25000000,2,85,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,39880476
75000000,1,87,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,133103929
90000000,2,92,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,85884815
150000000,2,102,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,400736600
25000000,2,80,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,39399750
28000000,1,90,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,217350219
260000000,2,100,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,200807262
150000000,2,93,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,436471036
50000000,2,95,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,50150619
135000000,2,94,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,177343675
80000000,2,88,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,90443603
103000000,1,101,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,131536019
90000000,1,96,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,143618384
30000000,1,63,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,26687172
20000000,2,90,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,25077977
95000000,2,89,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,50802661
150000000,1,81,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,135381507
37000000,1,81,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,30105968
40000000,2,89,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,57011847
145000000,2,92,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,111505642
75000000,2,91,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,128200012
165000000,2,101,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,189412677
200000000,1,106,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,191450875
120000000,1,117,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,244052771
135000000,2,96,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,83024900
135000000,2,107,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,123207194
40000000,2,94,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,511920
50000000,1,94,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,58297830
55000000,1,84,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,141600000
45000000,1,73,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,422783777
12500000,1,69,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48092846
80000000,2,87,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36073232
20000000,1,72,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,48423368
165000000,1,100,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,665426
100000000,2,102,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,107515297
165000000,2,98,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,217387997
145000000,2,97,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,103400692
70000000,2,88,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,8460990
90000000,1,88,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,120618403
20000000,1,72,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,47887943
180000000,1,98,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,223806889
140000000,2,95,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,38120554
127500000,2,82,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,137748063
80000000,1,83,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,73215310
28000000,4,139,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31600000
63000000,3,212,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,25052000
7000000,2,113,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4720371
15000000,4,148,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18352454
15000000,4,115,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37877959
70000000,3,136,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,37901509
500000,4,79,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,30500882
35000000,2,123,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10137502
18000000,4,94,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,18329466
32000000,4,120,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,36733909
10000000,3,120,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5484375
18000000,2,105,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8508843
30000000,3,90,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108360000
20000000,3,93,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39737645
14000000,3,86,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9402410
21500000,3,101,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22294341
60000000,3,100,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43337279
19000000,4,90,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35033759
12000000,4,102,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38087366
9000000,4,88,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18225165
15000000,4,98,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61400000
20000000,4,87,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6563357
31000000,4,99,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58879132
25000000,4,99,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,59073773
50000000,2,99,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,16671505
50000000,2,119,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,51178893
65000000,2,93,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,82226474
34000000,4,123,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,66808615
17700000,3,91,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27087695
45000000,3,112,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38360195
45000000,3,97,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,93452056
18500000,4,118,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10562387
12000000,4,115,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17613460
50000000,4,119,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24006726
1000000,4,103,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9013113
6500000,2,108,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,24103594
85000000,2,106,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,64933670
20000000,2,117,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,67325559
20000000,2,91,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,94497271
10000000,4,130,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,30651422
50000000,2,125,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,127997349
90000000,2,114,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,58229120
60000000,4,152,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,32522352
16000000,3,94,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,45507053
20000000,3,114,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3519627
12000000,4,126,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,71502303
10000000,4,101,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,6619173
25000000,4,101,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,876671
85000000,1,100,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,66941559
15000000,2,88,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,47811275
15000000,2,88,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,47811275
60000000,2,94,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,82569532
18000000,2,120,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,173585516
15000000,2,91,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8080116
13000000,2,89,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60008303
15000000,1,103,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,26161406
150000000,2,115,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,206456431
112000000,2,85,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,42776259
70000000,2,142,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,119654900
150000000,2,105,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,177243721
127000000,2,98,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,113733726
37000000,2,96,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,48006503
109000000,2,82,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100446895
58000000,2,103,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,80021740
80000000,2,93,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,84185387
24000000,1,87,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,16290976
17000000,1,73,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,11634458
50000000,1,101,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,66002004
45000000,2,86,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,25200412
17000000,2,94,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,42672630
45000000,2,103,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,88625922
90000000,3,98,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,250147615
32000000,2,95,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,82301521
26000000,2,90,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,16647384
60000000,2,90,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,11802056
35000000,2,100,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,63939454
15000000,2,98,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,68856263
50000000,3,95,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33422806
49900000,4,102,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21557240
20000000,2,93,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,38037513
23600000,4,88,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,75590286
10000000,2,90,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,40485039
84000000,2,86,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,153288182
19000000,3,95,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,58156435
19000000,4,129,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8396942
13000000,3,84,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5002310
40000000,2,108,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,118500000
19000000,2,116,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,210609762
45000000,2,102,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,71423726
22700000,2,96,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38119483
3000000,2,100,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15369573
25000000,2,119,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,109713132
50000000,2,109,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,51019112
100000000,3,102,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49392095
40000000,4,109,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37371385
40000000,2,118,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,87666629
2600000,2,91,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2850263
55000000,4,122,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,53574088
20000000,3,96,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,28876924
14000000,2,107,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34793160
10000000,3,108,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11703287
21000000,3,99,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8855646
38000000,3,129,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10300000
8000000,4,89,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,52287414
25000000,4,111,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,56692
12000000,2,100,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,860002
40000000,2,120,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,81593527
15000000,2,95,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,20998709
17000000,2,96,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,82234139
170000000,2,126,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,73820094
120000000,2,127,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,124976634
70000000,3,125,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,66257002
15000000,4,98,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1953732
120000000,3,115,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,292298923
68000000,3,124,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,300523113
50000000,3,130,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,296623634
62000000,2,140,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,172071312
27000000,2,193,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21500000
79000000,4,154,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,95632614
55000000,4,110,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,38553833
40000000,3,129,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,31836745
3500000,4,103,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,236266
90000000,3,143,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,233630478
34000000,3,114,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6543194
40000000,3,106,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,45500797
11000000,3,102,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2807854
35000000,4,127,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,4426297
13000000,2,104,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10996440
100000000,3,146,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,78616689
165000000,3,169,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,187991439
108000000,3,151,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,228430993
69500000,3,171,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,54222000
78000000,3,142,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,407999255
8000000,2,130,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,260000000
8000000,4,126,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1997807
30000000,4,108,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,23070045
50000000,4,119,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,39778599
135000000,4,156,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,183635922
75000000,4,153,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,120523073
22000000,3,236,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,184208848
38000000,3,110,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,171031347
44000000,4,325,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1500000
25530000,2,95,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20047715
20000000,2,111,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42652003
200000000,2,108,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,334185206
170000000,2,113,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,76846624
215000000,2,130,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,234903076
150000000,2,111,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,34964818
90000000,2,106,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,68558662
180000000,2,150,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,291709845
155000000,2,113,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,104383624
90000000,2,107,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,71148699
180000000,3,113,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,70083519
24000000,1,118,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,13000000
20000000,1,88,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1064277
2800000,2,102,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,22202612
16000000,2,98,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,30857814
55000000,2,90,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,7871693
